ensembl_gene_id	external_gene_name	Fem7_Exe_shelf	Fem8_Exe_shelf	Fem9_Exe_shelf	Fem7_Exe_HVC	Fem8_Exe_HVC	Fem9_Exe_HVC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSTGUG00000000174	NBEAL2	15	42	8	10	52	29	25.17881823526772	0.5156304080391492	0.7687360796797168	0.6707508879432059	0.502379238875392	0.9998207068924773
ENSTGUG00000000175	TAGLN	135	125	235	101	72	193	142.22821477662012	-0.40089776013763523	0.4122874542804859	-0.9723743858208644	0.3308643299035725	0.9998207068924773
ENSTGUG00000000176	HSPA4	2081	2905	3065	2120	2787	3119	2647.861889122978	0.03639046690126764	0.16999084717292037	0.21407309573703132	0.8304900559485707	0.9998207068924773
ENSTGUG00000000177	MFSD12	304	518	270	334	357	325	347.9202039576357	-0.04285989499218779	0.2554943763831885	-0.1677527920532656	0.8667777625687576	0.9998207068924773
ENSTGUG00000000178	ATP5ME	5228	5521	5703	4532	6003	5769	5416.443679392569	0.022369093287453897	0.11836895496272413	0.18897770360900967	0.8501102918562768	0.9998207068924773
ENSTGUG00000000179		3	0	3	3	0	4	2.2133187166451345	0.25084832940792623	1.9842754681544341	0.12641809740319934	0.8994009774219486	0.9998207068924773
ENSTGUG00000000180	PCSK7	92	176	130	95	125	123	121.60185897873944	-0.16254967163830725	0.28906329932546576	-0.5623324442003524	0.5738895371618629	0.9998207068924773
ENSTGUG00000000181	FZR1	219	238	224	192	276	204	223.79033768402422	0.019014722416595357	0.21262766674562675	0.0894273201019662	0.928742312147677	0.9998207068924773
ENSTGUG00000000182	NFIC	656	582	514	547	437	613	557.6420787240559	-0.08981874263746245	0.21977633443420766	-0.408682503822315	0.682772675218418	0.9998207068924773
ENSTGUG00000000183	RNF214	737	939	725	624	737	713	739.1113476428175	-0.16530353693697114	0.14950325623933075	-1.105685194390326	0.2688628005282709	0.9998207068924773
ENSTGUG00000000184	BACE1	1364	1407	1235	1393	1334	1243	1327.253787993075	0.037405670911197696	0.16313319273859836	0.22929527880408654	0.818639422711449	0.9998207068924773
ENSTGUG00000000185		1	0	0	1	2	0	0.6809562758770273	1.5264556438214045	3.335955988808804	0.4575766733560739	0.6472566054564444	0.9998207068924773
ENSTGUG00000000186	CCDC12	126	80	108	92	63	105	95.91495896723418	-0.23442508829555678	0.3613639666416808	-0.6487229218623413	0.5165174857454673	0.9998207068924773
ENSTGUG00000000187	AFF4	352	462	403	367	306	424	383.2103393724294	-0.09557093342650615	0.20393316441706705	-0.46863850565792464	0.6393280490721958	0.9998207068924773
ENSTGUG00000000188	PTH1R	4	7	2	14	1	3	5.353982049245391	0.6169181063257002	1.3036360468979737	0.4732287878918877	0.6360499614008205	0.9998207068924773
ENSTGUG00000000189		442	505	537	430	424	525	474.0913977092182	-0.06029536668384685	0.17194578068108154	-0.3506649970997566	0.7258396882749352	0.9998207068924773
ENSTGUG00000000190		68	137	123	85	103	136	106.98849523800739	0.03221722456521349	0.32845269526171617	0.09808786784210222	0.9218625211281299	0.9998207068924773
ENSTGUG00000000191		77	32	86	47	54	51	57.9121477924991	-0.33684049936032323	0.46316365711987423	-0.7272602117681773	0.4670665671299829	0.9998207068924773
ENSTGUG00000000192	LEAP2	2	7	5	2	2	11	4.690731047722621	0.13674088812314095	1.2399803741842832	0.11027665515520395	0.9121899708181817	0.9998207068924773
ENSTGUG00000000193	UQCRQ	9582	9772	9717	7882	9289	10227	9346.481937861463	-0.04906006489166969	0.11772482598623892	-0.4167350809879678	0.6768721915983489	0.9998207068924773
ENSTGUG00000000194		0	2	0	0	3	2	1.106001040542574	1.3680735439347531	2.836928216686705	0.48223763149444393	0.6296371469588966	0.9998207068924773
ENSTGUG00000000195		5	3	9	1	4	11	5.383822136348093	-0.09884903470496506	1.1932102814199264	-0.08284292906639575	0.9339764339640962	0.9998207068924773
ENSTGUG00000000196		6	2	9	8	9	8	7.030383334711888	0.5849683231877227	0.9682599102540902	0.6041439049502894	0.545747971652126	0.9998207068924773
ENSTGUG00000000197	FABP6	0	3	2	0	0	1	0.9450727417006439	-2.122440203149705	2.97800051223891	-0.712706460065052	0.4760274181660207	0.9998207068924773
ENSTGUG00000000198	DSCAML1	464	583	576	483	582	558	536.6400725858794	0.044931803254963223	0.15037074062301609	0.298806822848659	0.765087444771249	0.9998207068924773
ENSTGUG00000000199	PWWP2A	737	983	758	670	725	759	765.2671142573637	-0.15260511594193066	0.15274409461791516	-0.9990901207910384	0.3177510364484868	0.9998207068924773
ENSTGUG00000000200	TTC1	2045	1743	1211	1791	1548	1291	1610.2374927097599	-0.05968090299268661	0.2547109508345512	-0.23430835147505158	0.8147456028301864	0.9998207068924773
ENSTGUG00000000201	MEX3D	47	14	21	34	20	27	27.649670522831336	0.011120204072523274	0.642724415620091	0.017301667405609084	0.9861959554058426	0.9998207068924773
ENSTGUG00000000202		249	240	302	244	217	261	251.44125568466802	-0.08521063614154824	0.22066788155617625	-0.3861487931122221	0.6993864752116619	0.9998207068924773
ENSTGUG00000000203		5	0	0	0	4	4	2.154085343273851	0.5695556195690165	2.377611457238169	0.23954949318363888	0.8106795233283961	0.9998207068924773
ENSTGUG00000000204	UQCR11	13605	11956	17911	11333	12715	17779	14117.161528333907	-0.02585888502131543	0.20907709370602223	-0.1236811004158826	0.9015677764328975	0.9998207068924773
ENSTGUG00000000205	IDUA	260	593	375	309	651	396	422.397476499682	0.18965506138856472	0.31387310004140145	0.6042412088310475	0.5456832870491812	0.9998207068924773
ENSTGUG00000000206	ADRA1B	13	9	12	9	21	8	11.917680518664199	0.17874880663663256	0.7605562725687741	0.23502377547016945	0.8141902798372992	0.9998207068924773
ENSTGUG00000000207	MYL3	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000208	TCF3	165	145	217	175	113	256	178.0850826476381	0.0877067540883564	0.3437172149213096	0.25517125788545664	0.798590829291858	0.9998207068924773
ENSTGUG00000000209	IL12B	18	25	9	28	15	18	18.953949390334095	0.3086975212444627	0.6638257479544126	0.4650279417388042	0.6419114470126971	0.9998207068924773
ENSTGUG00000000210		10	28	47	6	24	46	25.996455463012985	-0.1469557856417433	0.7820109637298239	-0.1879203648767703	0.8509390782739273	0.9998207068924773
ENSTGUG00000000211	ALS2CL	146	192	283	136	214	279	205.20258911850163	0.047792053469396203	0.3165242945599797	0.1509901587043577	0.8799834791108766	0.9998207068924773
ENSTGUG00000000212		306	378	444	271	401	454	370.9677248821841	0.030218512752916718	0.21967758545725694	0.13755847092918994	0.8905893788181969	0.9998207068924773
ENSTGUG00000000213		0	0	5	1	0	0	0.9985550352742646	-2.1655947552772874	3.5391311157066387	-0.6119001202488354	0.5406038420600991	0.9998207068924773
ENSTGUG00000000214		15	15	20	7	15	28	16.36019741684616	0.01021983686888859	0.6928457515440478	0.014750522531332666	0.9882312125813937	0.9998207068924773
ENSTGUG00000000215		0	4	0	1	6	0	1.7578795637521927	0.8889022833938833	2.5660397799511374	0.34641017272569713	0.7290344811139489	0.9998207068924773
ENSTGUG00000000216		28	26	15	17	27	32	23.93432112168081	0.16098161034553765	0.5501527345485177	0.29261257871897534	0.7698182979843771	0.9998207068924773
ENSTGUG00000000217	IL10RA	6	5	1	2	0	1	2.512873141031731	-1.919593317002604	1.7536705610125674	-1.0946145528577689	0.2736855372261837	0.9998207068924773
ENSTGUG00000000218		172	249	278	122	228	154	197.27172473295417	-0.43475778354233174	0.2802890840235693	-1.5511049424449699	0.12087653695514632	0.9998207068924773
ENSTGUG00000000219		375	564	467	374	353	414	420.47549103156666	-0.24480751905286646	0.19187958585085188	-1.275839313324115	0.20201232722896226	0.9998207068924773
ENSTGUG00000000220		0	0	1	1	1	2	0.8292287305018465	1.9274694238077192	2.7103468224000506	0.7111523174369683	0.47698985282628686	0.9998207068924773
ENSTGUG00000000221	SNAP47	228	342	318	209	347	280	283.26189084225604	-0.04731153583446438	0.22711818440086226	-0.20831240774168835	0.8349850441734503	0.9998207068924773
ENSTGUG00000000222		0	0	0	1	0	0	0.18682111453654074	1.0060978560677527	4.080472856796901	0.246564035928307	0.8052456404796711	0.9998207068924773
ENSTGUG00000000223		0	20	9	0	2	2	5.168392674616546	-2.803315271639677	1.6812557263193177	-1.667393738950602	0.09543613802698217	0.9998207068924773
ENSTGUG00000000225	WNT9A	3	3	0	0	7	14	4.345440476885889	1.778838728482859	1.6967940998075495	1.0483527310029044	0.29447612320656585	0.9998207068924773
ENSTGUG00000000226		0	0	0	0	1	0	0.15958901588301302	1.0060978560677527	4.080472856796901	0.246564035928307	0.8052456404796711	0.9998207068924773
ENSTGUG00000000227	CHRNB3	3	4	8	4	4	3	4.303518261401651	-0.3905601278909282	1.1445578270164876	-0.3412323245466759	0.7329286905793018	0.9998207068924773
ENSTGUG00000000228		35	26	25	13	22	17	22.83372071310564	-0.7039502494442378	0.5400536790083094	-1.3034819996724931	0.19241025778723606	0.9998207068924773
ENSTGUG00000000229	WNT3A	18	4	16	9	9	4	10.11893603826406	-0.7593512477834892	0.9192233022186795	-0.8260791974601647	0.408759167358541	0.9998207068924773
ENSTGUG00000000230	SCN4B	6	11	20	19	3	11	11.774833645155415	-0.058314054593102384	0.9215073668457775	-0.0632811594254588	0.9495426182906888	0.9998207068924773
ENSTGUG00000000231		63	97	66	52	91	93	75.75439034165022	0.09766477123431515	0.3418486624633299	0.2856959291007659	0.7751110229127273	0.9998207068924773
ENSTGUG00000000232	PPARGC1B	533	457	386	513	501	405	466.702037620644	0.0905578123928176	0.23136287655348534	0.39141029771854036	0.6954939817950079	0.9998207068924773
ENSTGUG00000000233	ARF1	2908	4074	4085	2624	4338	3713	3574.3081822375534	-0.015547189368833257	0.1792972865457676	-0.08671179396161506	0.9309006015052552	0.9998207068924773
ENSTGUG00000000234		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000235	MPZL2	2	0	0	0	0	0	0.3499142591489211	-1.9001681596611186	4.030349445333685	-0.47146486562377915	0.6373088039350956	0.9998207068924773
ENSTGUG00000000236	GUK1	1336	1038	1054	1109	1133	1150	1136.3360706235594	0.021049588727790895	0.1880569985682926	0.11193196152254216	0.910877354206091	0.9998207068924773
ENSTGUG00000000237	THAP1	30	47	36	37	35	34	36.2481269397251	-0.03299898723997582	0.4226586660977124	-0.07807479152065214	0.9377685594234534	0.9998207068924773
ENSTGUG00000000238		31	31	19	16	35	52	30.17009426126638	0.35600213247643	0.557684967226442	0.6383570535296124	0.5232412804569297	0.9998207068924773
ENSTGUG00000000239		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000240		14	9	8	11	21	20	13.739723636330048	0.7570302970259097	0.6929113547462729	1.0925355629409705	0.2745977679245567	0.9998207068924773
ENSTGUG00000000241		76	70	52	83	104	58	73.8725436373628	0.35035362196063136	0.3735334164275175	0.9379445226384878	0.3482729210418662	0.9998207068924773
ENSTGUG00000000242	RNF170	274	342	339	227	410	399	327.2041623801847	0.14555919933483505	0.22702875795722785	0.6411487277847785	0.5214260578978362	0.9998207068924773
ENSTGUG00000000243		3345	4008	3814	3305	3841	3900	3674.518870413394	0.028353216054987303	0.10630885007375848	0.2667060741915228	0.7896954767515361	0.9998207068924773
ENSTGUG00000000244	ZW10	249	363	326	276	366	358	319.503374491748	0.13681505565044053	0.19034132736170065	0.7187879665799244	0.4722715731162787	0.9998207068924773
ENSTGUG00000000245	HOOK3	1742	1773	2144	1667	1706	2185	1858.5966127425568	0.014059339933173615	0.164407997881726	0.08551493914114695	0.9318520192587427	0.9998207068924773
ENSTGUG00000000246	GJC2	174	194	196	187	224	308	212.05458903395646	0.3845875774828188	0.23073846913094875	1.666768350034244	0.0955604759188696	0.9998207068924773
ENSTGUG00000000247	IBA57	168	256	255	129	195	252	205.65601705703756	-0.20215844835714736	0.2732557057714658	-0.7398141890080795	0.459412748208097	0.9998207068924773
ENSTGUG00000000248		12	8	50	4	8	63	23.56273225726074	0.08607699284581	1.0243827767464337	0.08402815314720652	0.9330340479444993	0.9998207068924773
ENSTGUG00000000249		11	2	2	12	0	3	5.278545268913554	0.08573393243036913	1.5278443106630366	0.05611431206178546	0.9552507425270741	0.9998207068924773
ENSTGUG00000000250	REXO1	1072	1416	1116	884	1194	1217	1136.6269255102166	-0.08922359604843538	0.15163815420089105	-0.5883980619431142	0.5562651383033758	0.9998207068924773
ENSTGUG00000000251	IL17B	3	0	4	0	2	8	2.7753238208185786	0.4624201052406697	1.913778376475334	0.24162677921584805	0.8090693700123033	0.9998207068924773
ENSTGUG00000000252	PCYOX1L	1415	1824	1592	1348	1500	1589	1531.6207680771004	-0.07555974758983929	0.12548440201426542	-0.6021445404923669	0.5470779284031884	0.9998207068924773
ENSTGUG00000000253		0	2	1	0	0	0	0.46910896110633166	-2.3414200274224592	3.9981626422929573	-0.585624007051311	0.5581282118522091	0.9998207068924773
ENSTGUG00000000254	CYP8B1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000000255	DRD2	1677	3784	4184	1707	2918	4247	3018.162381973667	-0.08406513784517823	0.3255019913609956	-0.2582630523815948	0.7962038991236938	0.9998207068924773
ENSTGUG00000000256		0	1	0	1	0	1	0.5004381109833083	0.9760244077300166	3.7077379500955963	0.26323985698742597	0.7923657123350758	0.9998207068924773
ENSTGUG00000000257	ABHD17A	1145	1755	1173	1102	1544	1025	1276.4666158583611	-0.09839021236510408	0.21117786507322656	-0.46591157804813954	0.6412787933498001	0.9998207068924773
ENSTGUG00000000258	HIGD1A	3849	4391	4520	3855	4890	4660	4327.998830926279	0.11116895051345618	0.11394670414483032	0.9756223433383073	0.329251648018451	0.9998207068924773
ENSTGUG00000000259	GRPEL2	65	175	132	68	144	107	112.47357564185737	-0.1750329063765768	0.39087002880560645	-0.44780334504395297	0.6542951290785647	0.9998207068924773
ENSTGUG00000000260		54	38	45	37	26	50	41.65526269505638	-0.2425575060479985	0.45274847598047097	-0.5357445003491543	0.592135143890891	0.9998207068924773
ENSTGUG00000000261	HHATL	258	587	441	428	515	626	469.2240287656493	0.34332407568684387	0.26432394493675754	1.2988761792617312	0.19398642574647576	0.9998207068924773
ENSTGUG00000000262		560	991	738	663	880	701	746.414682345572	0.02588629465561181	0.20525800463488716	0.1261158837710536	0.8996401944305298	0.9998207068924773
ENSTGUG00000000263	AFAP1L1	4	23	17	27	23	17	18.42621677707341	0.7010359316584264	0.7220698770815699	0.9708699308879113	0.3316130534163617	0.9998207068924773
ENSTGUG00000000264		3	18	2	17	6	2	8.064389408001572	0.2863928425653199	1.208217346176245	0.23703751934343043	0.8126276833265548	0.9998207068924773
ENSTGUG00000000265	KCMF1	1499	1549	1610	1345	1425	1558	1489.5626570623535	-0.06372279022355685	0.12848489914035718	-0.4959554830949117	0.6199258195124585	0.9998207068924773
ENSTGUG00000000266	KLHL40	2	15	8	12	23	9	11.303928770974334	0.8883170163574671	0.8913852898862958	0.9965578593637997	0.318979169334042	0.9998207068924773
ENSTGUG00000000267		3	5	1	2	7	5	3.7460684953589363	0.6606244922396189	1.2827910019315871	0.5149899642614197	0.6065600329042882	0.9998207068924773
ENSTGUG00000000268	SCAMP4	389	482	341	331	410	439	394.96111046715305	0.0021983500641835803	0.18795523547681933	0.011696136362504808	0.9906680461437324	0.9998207068924773
ENSTGUG00000000269	ABLIM3	1116	1199	937	1143	1040	886	1052.7531433308332	-0.02735188416112189	0.19908062441819446	-0.13739099041434458	0.890721752124697	0.9998207068924773
ENSTGUG00000000270		85	99	22	65	88	45	67.0255347256472	-0.010160484575980046	0.5485948528299984	-0.018520925822701133	0.9852232840355314	0.9998207068924773
ENSTGUG00000000271		10	7	8	5	7	9	7.615365043850878	-0.23125343417255917	0.8623557329715081	-0.26816477856035736	0.7885724849957125	0.9998207068924773
ENSTGUG00000000272	ZBTB47	94	91	123	122	53	123	101.33171417701676	0.014763122088164493	0.40352471755247626	0.03658542202249265	0.9708155672899739	0.9998207068924773
ENSTGUG00000000273	FNTA	1019	1124	1265	1160	1141	1413	1181.2672383766621	0.16901553416303766	0.1574310214882541	1.073584688489415	0.28300886314566964	0.9998207068924773
ENSTGUG00000000274	BTBD2	507	735	679	440	673	598	597.0976022126239	-0.1266516075372034	0.1853828844390196	-0.683189324194945	0.4944872177169221	0.9998207068924773
ENSTGUG00000000275	NCAM1	16519	23729	18162	17502	21662	19248	19289.220130888127	0.04975314197736983	0.14122037096770584	0.352308534784598	0.7246068881345744	0.9998207068924773
ENSTGUG00000000276	NKTR	1423	1256	1310	1356	1301	1421	1342.9348959448469	0.07387026981399449	0.16225163790123262	0.45528212084343644	0.648906287250646	0.9998207068924773
ENSTGUG00000000277	SH3TC2	6	21	11	30	20	12	16.77580491050199	0.811598310579593	0.7374261134606381	1.1005825475461875	0.2710783847111628	0.9998207068924773
ENSTGUG00000000278	MKNK2	74	109	79	96	98	62	85.99993902644037	0.03065235939491414	0.34254147287546166	0.08948510420534819	0.9286963912109859	0.9998207068924773
ENSTGUG00000000279	FUT10	90	168	151	110	118	135	127.04220298132932	-0.11597001369000537	0.2872875501521997	-0.4036722566939172	0.6864537434219669	0.9998207068924773
ENSTGUG00000000280	NRG1	1015	1046	923	1068	946	1160	1024.2339994282165	0.1365110392951439	0.1672311385143556	0.8163015602708787	0.41432768223654803	0.9998207068924773
ENSTGUG00000000281	MOB3A	257	311	263	292	296	278	281.6984016095037	0.11100976252562908	0.18893246664166716	0.5875631885766477	0.556825525561411	0.9998207068924773
ENSTGUG00000000282		107	93	70	85	71	114	89.82663735495953	0.037120791055138935	0.34261136990285435	0.10834664087670044	0.9137207262760947	0.9998207068924773
ENSTGUG00000000283		220	290	129	167	300	150	207.025036408051	-0.010950744298330258	0.35746940793308846	-0.03063407400831355	0.9755613677654863	0.9998207068924773
ENSTGUG00000000284	AP3D1	4012	4382	3794	3452	4159	3852	3915.853554553137	-0.04721553562320688	0.11854215095956032	-0.39830166097892106	0.6904078362618805	0.9998207068924773
ENSTGUG00000000285		43	51	29	47	48	53	44.98701709230253	0.3134442611980849	0.40236445508455204	0.7790058421840924	0.4359762733084432	0.9998207068924773
ENSTGUG00000000286		105	93	148	72	59	147	103.08381454267125	-0.28634448166380705	0.4033409428001183	-0.7099316019740386	0.47774655223267215	0.9998207068924773
ENSTGUG00000000287	LPL	505	533	304	636	572	737	547.655903077751	0.5806015040707521	0.2499184129131784	2.323164177072671	0.020170334404036365	0.9998207068924773
ENSTGUG00000000288	UBTD2	21	14	36	41	20	14	24.760667914288458	0.1611492002461992	0.6766960462994586	0.2381411878013039	0.8117715902360324	0.9998207068924773
ENSTGUG00000000289	STK10	36	73	41	46	42	48	47.13932779192701	-0.07587294595538667	0.41696394918461077	-0.181965242088097	0.8556100032604708	0.9998207068924773
ENSTGUG00000000290		48	63	47	25	109	96	63.13962740824034	0.5468509429635973	0.4989381876161538	1.0960294411946354	0.27306589056236535	0.9998207068924773
