id	Fem4_E2_MSt	Fem5_E2_MSt	Fem6_E2_MSt	Fem4_E2_AreaX	Fem5_E2_AreaX	Fem6_E2_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
unown19	5744	8230	5209	3356	6121	5098	5478.014250516547	-0.22904631398529493	0.24993466271076262	-0.91642476278034	0.35944415228654275	0.9998748158320103
MYOC	83	69	67	20	51	47	54.535958329126395	-0.7385011638685368	0.4794423005690918	-1.5403337648595994	0.12347901745211154	0.9998748158320103
CHMP7	587	1007	377	242	741	386	525.9648692344281	-0.38019330001405616	0.3785743334829076	-1.004276482550346	0.31524536592116387	0.9998748158320103
unown20	1050	1005	623	712	838	650	792.0257006483138	-0.09816412402590897	0.2139794631927658	-0.4587548849838768	0.6464101956397432	0.9998748158320103
LOXL2	0	14	1	7	19	5	7.202565455310559	1.2006033527232647	1.4381077893267478	0.8348493497037026	0.4038025359238885	NA
VAMP4	2877	3146	2230	2256	2377	1762	2385.6879281907873	-0.193383929826434	0.18650664087403643	-1.0368742309666195	0.29979447484697225	0.9998748158320103
unown21	1025	1398	715	602	1254	607	891.6491146709484	-0.21076932008360247	0.2777842926411827	-0.7587517569103727	0.4480010695376321	0.9998748158320103
unown22	56	111	39	58	71	33	58.63083606237405	-0.17266485864277556	0.48969674966304255	-0.3525954762035591	0.7243917295161845	0.9998748158320103
unown23	53	190	98	70	157	73	102.73992669479492	-0.06666308382209743	0.4932698451353322	-0.13514526476640373	0.8924970223257198	0.9998748158320103
unown24	4	27	5	4	12	6	9.002700872218288	-0.5412667720883171	1.0879522402280102	-0.4975096811004128	0.618829677665039	NA
ITPA	2282	3865	3548	2001	3735	2876	3011.256601596746	-0.042710225527019315	0.2940591234021277	-0.14524366743966932	0.884518489821643	0.9998748158320103
unown25	75	40	46	59	56	44	52.79461175872098	0.15330025409566392	0.455633638569049	0.3364550839071379	0.7365277170548232	0.9998748158320103
unown26	202	235	142	104	257	135	171.9171286364312	-0.0903303081480737	0.33419617572530186	-0.27029126815120175	0.7869361824535658	0.9998748158320103
unown27	3	8	6	7	6	3	5.430293682564983	0.05572369321035297	1.1629118673499614	0.047917382885889606	0.9617820857638917	NA
unown28	26	12	33	7	14	37	22.21000110309199	-0.10500525843452851	0.8472423116074116	-0.12393769408814065	0.9013646074515583	NA
EEF1AKNMT	124	201	292	122	162	262	198.13791204154177	-0.020728123440276882	0.47333114476277954	-0.04379201256799876	0.9650701940253111	0.9998748158320103
unown29	5149	6182	6372	3267	3026	4716	4774.470883459431	-0.49046967057966223	0.3094863465493324	-1.5847861336961466	0.11301493393670255	0.9998748158320103
unown30	378	433	438	226	457	473	398.5843062467153	0.04248129170801897	0.3350974039979536	0.1267729657144058	0.8991200933035621	0.9998748158320103
unown31	37	19	27	35	25	20	27.102471848816016	0.11586299984851404	0.6056191922218196	0.1913132895003714	0.8482801498734812	NA
unown32	37	41	13	21	32	14	24.88822442012759	-0.2680777833698802	0.6362868723566808	-0.42131591113450617	0.6735244131377485	NA
unown33	1416	1423	1474	1044	1382	1266	1322.633808228978	-0.06804989989646275	0.225769915784902	-0.30141261141850273	0.7630998786965926	0.9998748158320103
unown34	194	239	194	117	204	155	179.60153601232133	-0.2492335740982659	0.2895123870997068	-0.8608736109534096	0.38930765718185867	0.9998748158320103
PPIH	1930	1616	1972	1669	1626	1801	1773.8650702678215	0.055585528222810994	0.2596506095726207	0.2140781734127394	0.8304860963285045	0.9998748158320103
PIGC	420	652	708	268	659	840	595.2059026268371	0.1439832238357179	0.42516379093985945	0.3386535422441106	0.7348707425191823	0.9998748158320103
SUCO	425	480	350	329	552	314	397.0843624090287	0.06879319850475961	0.22977293672802454	0.2993964366925775	0.7646375806598522	0.9998748158320103
FASLG	1	6	0	3	18	3	4.73896438011008	1.8855752088778734	1.5828598081323242	1.1912458697796708	0.23355707708676055	NA
unown35	5	1	0	0	2	3	1.7576459007310379	0.0070447413418688095	2.3730571623425205	0.0029686353340577436	0.9976313751793364	NA
YBX1	9311	8906	10129	7322	10375	9764	9269.872235487055	0.1050543608022456	0.23949233696598948	0.4386543725495671	0.660911992878823	0.9998748158320103
TADA1	421	480	395	337	502	371	410.4131039100355	0.052661544080655716	0.2194234810607257	0.23999958357274248	0.8103305794326725	0.9998748158320103
unown36	0	0	3	2	1	0	1.0609659569014744	-0.05169203155249152	3.2179215820088105	-0.016063794668427687	0.9871834974553241	NA
PRDX6	7932	5036	6448	6517	6414	6147	6407.070171644224	0.142973994171813	0.2554528882285133	0.5596883055944029	0.5756920603793327	0.9998748158320103
FAM78B	41	91	21	23	85	16	42.41682751173774	-0.20478062041854908	0.6904139044227922	-0.29660558558673894	0.7667676460002402	NA
CLDN19	17	47	23	11	20	36	25.470676695522066	-0.14835861760323116	0.7251220395021051	-0.20459813592909068	0.8378861119081074	NA
