id	Fem4_E2_MSt	Fem5_E2_MSt	Fem6_E2_MSt	Fem4_E2_AreaX	Fem5_E2_AreaX	Fem6_E2_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
unown3220	2	4	3	0	0	2	1.8067723440808814	-1.8745524778998452	2.299301541522795	-0.8152703958343609	0.4149175504913973	NA
unown3221	232	46	138	161	45	75	116.84750476265549	-0.3495479846220587	0.6365937732444631	-0.5490911147945303	0.5829429225221003	0.9998748158320103
unown3222	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3223	9	31	27	1	36	26	21.18537035328548	-0.006642685950644208	0.9925426631482999	-0.006692594885114472	0.9946601217324154	NA
unown3224	0	2	0	0	0	0	0.28488375615815775	-1.5807582457779676	4.048555902023467	-0.39044989967605614	0.6962038953931542	NA
GABRP	26	18	0	12	16	5	11.87716883549621	-0.204305829580968	1.1853283688824163	-0.172362220414582	0.8631527713729343	NA
unown3225	17	18	13	4	15	6	11.498559170034362	-0.8380150260763254	0.8485815318708374	-0.9875480370504689	0.32337404577921813	NA
unown3226	34	27	41	36	38	68	42.00635026312242	0.6636743336840781	0.565107461128885	1.174421467305159	0.2402262508004299	NA
BAIAP2	890	3247	652	357	1270	401	1039.389535820644	-1.1118267080516966	0.5160460814030544	-2.1545105139231	0.031200158343616675	0.9998748158320103
unown3227	488	767	539	384	696	571	563.8131037060845	0.03671494293649257	0.27983510432325515	0.1312020628193982	0.8956154641718529	0.9998748158320103
unown3228	0	11	0	0	3	11	4.198281256393472	0.730509538112908	2.2221325981194653	0.3287425506160702	0.7423502894836592	NA
unown3229	7	3	0	1	0	2	2.0330491730121505	-1.349788015291485	2.2825714524821215	-0.5913453503607495	0.5542890492542099	NA
unown3230	143	203	123	125	197	85	140.6128168462535	-0.07109879146124033	0.3346513268639907	-0.21245632619331095	0.8317510466392573	0.9998748158320103
SLC30A3	23	21	11	8	20	1	12.896321302216123	-0.8530477435394985	0.9658028427196372	-0.883252467074307	0.37709987945393103	NA
unown3231	29	25	33	24	18	15	23.832325749356844	-0.45597099596221397	0.6124622749773334	-0.7444882968164676	0.4565811188067548	NA
unown3232	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3233	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
TMEM52	25	32	99	14	58	106	58.33222649874071	0.29700407242090016	0.7895203683467708	0.37618291348558464	0.7067809171444855	0.9998748158320103
unown3234	6	1	2	11	4	1	4.200100598234393	1.0260429091946823	1.4966189883501877	0.6855738950136872	0.4929818479120303	NA
unown3235	0	23	40	0	27	16	17.621583167855295	-0.5704624428866906	1.4600896663152916	-0.3907037054281192	0.6960162596129312	NA
unown3236	8	0	9	7	0	2	4.504233578118409	-0.7250989695547656	1.8521378656849832	-0.39149297845957026	0.695432877744808	NA
EFCAB10	89	120	275	115	149	345	191.85671093049086	0.48261396003532897	0.5825423490605203	0.8284615887817458	0.40740913959035485	0.9998748158320103
unown3237	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3238	341	240	207	185	198	208	225.9145138054622	-0.2209689100252084	0.2944788800128389	-0.7503726923152331	0.4530302729133157	0.9998748158320103
unown3239	20061	18440	12296	14637	18158	11328	15377.137983766708	-0.03578428434759459	0.19444750005064743	-0.18403057040215953	0.8539894727643729	0.9998748158320103
ANGEL2	897	913	499	749	798	538	712.8294961107565	0.03963596754042353	0.2451818717254176	0.1616594541084684	0.8715740354008108	0.9998748158320103
unown3240	20	69	37	7	37	61	38.28259569062513	-0.052871446977400746	0.7817255652791052	-0.0676342815506151	0.9460767651389949	NA
ATXN7L1	1174	1104	826	1156	1306	884	1057.6234424018105	0.2755758100581533	0.1949027620398226	1.4139143395097067	0.15738705512340648	0.9998748158320103
SDR39U1	264	422	206	158	306	171	243.49574629283578	-0.33883812046998346	0.31482175708328614	-1.0762855896911336	0.28179955137439044	0.9998748158320103
unown3241	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3242	0	0	4	1	0	4	1.7139009501534035	0.4497383184659901	2.8100848915621275	0.16004438862912088	0.8728461077880667	NA
DAD1	3831	4443	4556	3903	5120	4280	4335.8560403219635	0.1983785056575575	0.22014599349223415	0.9011224892655404	0.3675231967802228	0.9998748158320103
MBNL3	1463	1994	1544	1574	2289	1582	1715.4052404704473	0.2697411352996736	0.20525853968690505	1.3141530467435278	0.188794705688077	0.9998748158320103
unown3243	0	8	16	4	9	10	8.084422504548924	0.0048310948917786286	1.3315271835288098	0.0036282360221706277	0.9971050928464356	NA
unown3244	4	14	7	11	3	7	7.72716830294144	-0.0036196464722443996	1.0901312707270114	-0.0033203767008999274	0.9973507275622979	NA
unown3245	50	19	38	26	16	14	26.83036007318253	-0.7687508749178665	0.6632427513831797	-1.1590791958368964	0.24642390510546497	NA
unown3246	2	7	0	6	0	0	2.404755334715485	-0.2249269560144756	2.512728465140261	-0.08951502684629321	0.9286726118282762	NA
RBM12	631	638	479	556	743	363	552.4671398915493	0.06746468812861692	0.23765590064913694	0.2838755021202623	0.776505790987503	0.9998748158320103
IGHV6-1	0	0	0	4	0	0	0.7442698815303511	3.1097504573518506	3.9695799175437636	0.783395352139945	0.43339498468302307	NA
GTF3C2	144	164	161	74	103	173	136.76072076769492	-0.2236388627061478	0.4263530689501383	-0.5245391179119253	0.5999036194916817	0.9998748158320103
unown3247	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3248	5194	4810	4714	4370	4429	4038	4554.7688408368285	-0.027063639167368512	0.20256227821689926	-0.13360651057838793	0.8937137356550912	0.9998748158320103
VASH2	43	68	36	27	56	16	38.7468261486637	-0.4600374771128484	0.5486846592979708	-0.8384369224054042	0.40178536002354426	NA
unown3249	2	0	0	1	0	0	0.47732483624899397	-0.6465168764518395	4.0459242520692325	-0.1597946071583489	0.8730428723585946	NA
KCNIP1	193	260	225	214	171	186	207.60625920714818	-0.0641333332671617	0.31461180596343474	-0.2038490992757452	0.8384714226568649	0.9998748158320103
unown3250	663	369	331	398	254	289	377.59864729104373	-0.31634056169126035	0.35161181984931744	-0.8996869383595452	0.36828687633320656	0.9998748158320103
unown3251	25	51	9	43	39	16	29.334887604632073	0.4148779276399293	0.703688465180362	0.5895761379768989	0.5554748533233942	NA
SLC35E2B	415	485	380	274	521	331	390.5201618452021	-0.04821880679195923	0.24746981378625504	-0.19484722623021344	0.8455125495822544	0.9998748158320103
KCNMB1	25	18	37	17	25	22	24.081833856639342	-0.20752851735994404	0.6425186230140227	-0.3229922214338911	0.7467011330147978	NA
unown3252	14	31	20	18	16	23	20.3366859886155	0.014657507454757435	0.6794758275768232	0.021571786456377244	0.9827895394394776	NA
CWC25	1046	1167	897	934	1076	883	986.3917520208335	0.06707456228702324	0.18693415713249478	0.35881383753469026	0.7197343602245491	0.9998748158320103
unown3253	0	0	1	3	0	9	2.5411819325300846	3.807347884024435	2.497235454190378	1.5246251119956187	0.12735263019047902	NA
unown3254	1	0	0	0	0	4	0.9461392586530117	2.245784185606078	3.894932608426024	0.5765912818998988	0.5642155899248118	NA
unown3255	7	1	2	4	0	1	2.4699016360973074	-0.715961468677249	1.9445671568069014	-0.3681855194206312	0.712734906964513	NA
unown3256	198	421	198	76	279	189	216.76178192378305	-0.44007908532679124	0.4418710795892309	-0.9959445314590276	0.3192770968244261	0.9998748158320103
FLVCR1	47	47	71	58	52	50	54.701212974268586	0.09795487695151923	0.4706695093958709	0.20811816996016905	0.8351367001933059	0.9998748158320103
unown3257	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
COLQ	7	7	7	3	0	8	5.448532571762617	-0.6329201134824297	1.4196095676580456	-0.4458409748016625	0.6557121214081358	NA
RAP2C	193	250	156	122	264	103	173.23723055321148	-0.17853485472429115	0.33969597194895007	-0.5255724808862955	0.5991852812080913	0.9998748158320103
FRMD7	0	1	8	0	0	1	1.7972153301110452	-3.075636827579322	2.808875744589812	-1.094970766686038	0.27352944385581546	NA
unown3258	0	4	0	0	4	1	1.3432505086384419	0.4409843284619727	2.9618900665232433	0.14888612290044023	0.8816434914836411	NA
CBX1	66	53	76	73	94	109	79.8507370962615	0.6594364001710238	0.421462729581309	1.564637520442492	0.1176679260229998	0.9998748158320103
unown3259	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3260	533	787	521	395	744	425	549.6506493205723	-0.10015369418295876	0.25785517645126793	-0.38841064027228017	0.6977121713337868	0.9998748158320103
CHMP6	827	612	780	844	654	679	736.1085318075636	0.1458957757446949	0.2879815814609657	0.5066149543472462	0.6124250134943368	0.9998748158320103
unown3261	0	2	0	0	0	0	0.28488375615815775	-1.5807582457779676	4.048555902023467	-0.39044989967605614	0.6962038953931542	NA
PIP4K2B	937	1012	641	492	1096	654	776.6867930124906	-0.06508729179246989	0.261102301005644	-0.24927889008171916	0.8031450592838635	0.9998748158320103
unown3262	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
GOLM1	99	40	63	43	69	71	63.6705942465965	0.023244063185008556	0.4910022180222911	0.0473400370341164	0.9622422188981554	0.9998748158320103
unown3263	17	4	0	6	4	0	4.735215296868469	-0.8519308301031105	1.8021076806779806	-0.4727413568220302	0.6363977170534756	NA
SNX11	648	530	447	454	554	320	479.0651103679231	-0.13937399148610702	0.23279819701118046	-0.5986901671726151	0.549379515408267	0.9998748158320103
unown3264	740	761	678	629	818	606	695.0096874817933	0.06735177107108573	0.1930091895128211	0.34895629187962435	0.7271221233840335	0.9998748158320103
unown3265	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3266	1	4	0	0	0	0	0.7153961952495186	-2.8986347870532674	3.964307234366658	-0.7311831842711244	0.46466726992626506	NA
LRRTM2	2351	2911	1909	1453	3026	1657	2139.8470611650127	-0.0919831785395061	0.23820486903912236	-0.3861515464001659	0.6993844362341063	0.9998748158320103
unown3267	0	9	0	0	16	0	3.5753983122804067	0.8422629270301502	2.6789343378333204	0.3144022289517402	0.7532155634637997	NA
unown3268	2	11	0	3	12	3	4.736769424850416	0.6254975496034412	1.5516091750837828	0.40312828748880397	0.6868538517715062	NA
unown3269	23	11	25	13	14	24	18.690772819317438	-0.03815319091343898	0.7516532762248722	-0.05075902962208959	0.9595175383918034	NA
unown3270	2366	2066	2489	2068	2676	2374	2334.884347168337	0.1883233375177603	0.23397824157402033	0.8048754288042769	0.42089156881789536	0.9998748158320103
unown3271	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
TATDN3	1213	1211	1212	1067	1108	1183	1163.6279729591818	0.060668479035057	0.23612149381698308	0.2569375538597978	0.7972269797039695	0.9998748158320103
unown3272	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3273	0	0	0	4	0	0	0.7442698815303511	3.1097504573518506	3.9695799175437636	0.783395352139945	0.43339498468302307	NA
RPTOR	139	222	109	45	232	75	128.32125289736965	-0.3357370907771016	0.4999163239073608	-0.6715865730348043	0.5018469284868052	0.9998748158320103
unown3274	632	1064	453	615	932	443	662.6446424273377	0.046709838212821625	0.3029927530572749	0.1541615690194149	0.877482343372133	0.9998748158320103
unown3275	29	32	35	21	14	25	26.062799023695483	-0.48042109486685	0.6182346681019688	-0.7770853361261383	0.43710842484888085	NA
unown3276	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3277	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
NAA35	844	818	834	626	734	651	743.0469299808077	-0.152021220236722	0.21966306503633903	-0.6920654603976003	0.48889622113058445	0.9998748158320103
unown3278	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3279	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3280	21	23	19	18	47	47	29.28128845386074	0.9934190196738185	0.603613277235598	1.6457872236068696	0.09980757363579887	NA
unown3281	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3282	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3283	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3284	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3285	13	17	3	11	29	5	12.064383682215725	0.5688886790171606	0.9561941614919007	0.5949510067385819	0.551876220674405	NA
unown3286	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3287	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
TRIM54	21	33	13	5	39	4	17.443646369829086	-0.44998370547947447	0.9171433330624267	-0.4906361843976308	0.6236837892056089	NA
unown3288	34	76	81	27	70	58	57.17019047590194	-0.1902982991267523	0.55126286589297	-0.34520427712556917	0.7299408035043902	0.9998748158320103
unown3289	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3290	2	1	2	1	1	1	1.326894648381572	-0.5897333184522474	2.0893288428908745	-0.2822596933263363	0.7777443895480436	NA
unown3291	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
NAMPT	297	414	208	295	330	137	269.6526549201736	-0.1114404187067794	0.3391956982832558	-0.328543136811003	0.7425010341832429	0.9998748158320103
HACL1	1462	1407	760	1413	1703	768	1212.2336161450662	0.2605469045039813	0.28329702881111746	0.9196951538722127	0.35773208580183197	0.9998748158320103
unown3292	214	221	206	135	219	176	191.83410213860122	-0.12502230939204537	0.2790136453901066	-0.44808672069512506	0.6540906113477067	0.9998748158320103
unown3293	16	17	12	20	13	6	13.719059732934646	-0.032724719063523665	0.7962348407651959	-0.041099330735232115	0.9672167081502283	NA
unown3294	28	54	26	30	31	23	31.125527317637374	-0.17742049442825333	0.5476688032338904	-0.3239558166917957	0.7459714850033848	NA
unown3295	1	5	0	1	3	0	1.4739220580053158	-0.463229921740683	2.5180331329255266	-0.1839649827015932	0.8540409257887452	NA
unown3296	0	3	1	0	0	0	0.6091563602499884	-2.6607156101831917	3.974527228327359	-0.669442038595098	0.5032135427073947	NA
unown3297	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3298	69	118	70	28	113	45	69.99759340925416	-0.3737623682381242	0.5046355053540185	-0.7406580874168129	0.4589007782322813	0.9998748158320103
unown3299	69	80	39	57	122	30	62.63214106088202	0.26108940047920837	0.5033739467597476	0.5186788115671433	0.6039847397716973	0.9998748158320103
NSL1	385	372	274	378	410	295	347.01712288634644	0.24297704661583233	0.2262340264404616	1.0740075241501172	0.2828193092859871	0.9998748158320103
unown3300	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
MIB2	499	872	253	324	647	229	441.73652326320297	-0.2880786780410295	0.39812094392862524	-0.7235958882200278	0.4693138664700511	0.9998748158320103
ROMO1	2347	1976	3546	3269	3026	3100	2930.4210053179163	0.3908510403298758	0.32552299931015977	1.2006864066691372	0.22987286901768206	0.9998748158320103
unown3301	49	49	51	57	42	35	47.01936906572581	0.014270258458776532	0.4661184367800954	0.03061509121448661	0.9755765067427778	0.9998748158320103
unown3302	31	17	30	26	7	30	24.235878293188343	-0.07270298514691349	0.7728935511925317	-0.09406597458956262	0.925056748844532	NA
RBM39	3595	3458	2681	3016	3382	2610	3071.8718977611506	0.06060421917171839	0.17251865695560262	0.35129081249058636	0.7253701868596951	0.9998748158320103
unown3303	12	15	18	9	3	13	11.863408553440951	-0.6199309604919372	0.9270816685089814	-0.6686907761739778	0.5036927526166196	NA
BATF3	12	12	13	16	18	20	15.380377660798388	0.7160839992928446	0.7116733478371197	1.0061975785226882	0.3143205367632715	NA
unown3304	4	10	51	7	7	45	22.59188867538621	0.00463447996161772	1.1154634707285644	0.004154757267479778	0.996684992859677	NA
unown3305	141	103	83	53	118	90	95.08415477432715	-0.16738743140401136	0.38747395652649586	-0.431996598957394	0.6657438850478336	0.9998748158320103
ATF3	31	14	25	31	45	30	29.27661222852594	0.7272273669543847	0.5786298644117716	1.2568092517894418	0.20882271510357023	NA
unown3306	349	403	285	350	343	298	333.97711811585134	0.11826291765755727	0.2381402982205675	0.49661026941362596	0.6194639098950173	0.9998748158320103
unown3307	383	362	636	502	390	534	479.160266021044	0.20051728681172637	0.3785357589965722	0.5297182156403409	0.5963073164605522	0.9998748158320103
unown3308	150	51	17	87	11	20	53.96711058519293	-0.570411184373449	0.8575788264080805	-0.6651414036918137	0.505960054762455	0.9998748158320103
unown3309	419	422	308	193	441	339	344.0994749876414	-0.08514013849829224	0.2984324448150709	-0.28529116045358566	0.77542108452326	0.9998748158320103
unown3310	0	0	4	0	0	0	0.7273229040510071	-2.900672933404877	3.964226647379568	-0.7317121828345206	0.46434425888658853	NA
unown3311	299	237	187	224	239	169	221.062714561448	-0.021284260504169688	0.2680494758784708	-0.07940422354647551	0.9367111093468727	0.9998748158320103
PIK3CG	148	95	108	127	96	67	105.52239124031136	-0.10779296481749417	0.39166631459787415	-0.2752163277767856	0.7831500434169844	0.9998748158320103
NENF	1051	1142	870	805	1110	845	951.9153852278197	0.012251377484124946	0.18340484478282956	0.06679963933685532	0.9467412105372335	0.9998748158320103
unown3312	0	10	14	11	5	11	8.934889392897471	0.3255058723572881	1.283431936175132	0.25362145290490173	0.7997880213998889	NA
TMEM206	3643	3349	3073	3486	3942	2896	3359.5715210070102	0.19522882624883212	0.1795448257278879	1.0873542328906451	0.2768802893200772	0.9998748158320103
ENDOV	229	176	157	144	195	138	169.32856694416793	-0.07827700592656636	0.2748088913689922	-0.28484160587607055	0.7757654951001107	0.9998748158320103
unown3313	38	37	26	38	31	18	30.648203763036005	-0.04105118116718372	0.5465319311606707	-0.07511213677854697	0.9401254913523176	NA
unown3314	27	40	22	15	33	11	23.352523330843905	-0.4772178262923589	0.6307514416051622	-0.7565861840567742	0.4492978211189142	NA
unown3315	6	18	6	7	21	3	9.441681083626035	0.129449220519068	1.0293300650453712	0.1257606524039129	0.8999213892492343	NA
BCL7B	645	1087	355	374	785	348	565.069371616077	-0.3153119372041923	0.3585156970740964	-0.8794926966308676	0.3791341913053227	0.9998748158320103
PLS3	879	651	672	712	712	842	745.9722906355643	0.2323204331502209	0.2665854892057051	0.8714669123305347	0.3834992645664506	0.9998748158320103
unown3316	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3317	107	143	156	130	72	112	121.24051451010047	-0.17839761020633219	0.42810576263694355	-0.4167138725428063	0.6768877061509603	0.9998748158320103
unown3318	10	18	21	9	21	15	15.525323373474725	-0.018521116095782122	0.7625156546890853	-0.0242894896411459	0.9806216967106064	NA
unown3319	49	97	25	24	69	20	43.85698778426255	-0.4690922514282283	0.615515480714959	-0.7621128405793285	0.4459926597653906	NA
unown3320	1	0	2	0	0	2	0.909545422818611	-0.36295130406992676	3.3846572869242557	-0.10723428498125788	0.9146031167550271	NA
unown3321	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3322	243	441	230	152	488	251	288.48935228499164	0.08555676369610633	0.38223396497463136	0.22383349345154266	0.8228868670995296	0.9998748158320103
unown3323	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3324	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3325	9	10	5	11	3	13	8.72264861684535	0.4586477184769458	1.0295198586493781	0.44549671832328075	0.6559608308311721	NA
unown3326	0	7	2	0	2	6	2.8481981383548556	0.11278173541748839	2.0783071079698603	0.05426615488394122	0.9567231142934257	NA
unown3327	2187	2070	1947	1535	1683	1773	1849.048184989521	-0.13414128802007363	0.22113496776752212	-0.6066036926421133	0.5441139490780131	0.9998748158320103
unown3328	10	51	0	4	53	2	17.462306199951616	0.0080180157286847	1.397921398098918	0.005735669930790585	0.995423622608583	NA
unown3329	0	0	1	0	0	0	0.18183072601275177	-0.794825950228556	4.080472856796901	-0.1947877067493791	0.8455591465464287	NA
unown3330	0	0	0	2	0	0	0.37213494076517556	2.1048963139873385	4.031698622353572	0.5220867210452774	0.6016099516305347	NA
unown3331	55	54	42	19	34	28	37.35070593277331	-0.7366953586518761	0.48382623263769836	-1.5226445135800082	0.1278476667661631	NA
unown3332	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3333	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3334	69	0	0	66	0	0	22.328832167641806	0.28861991470683485	3.7333176583863494	0.07730923031917539	0.9383775481525937	NA
unown3335	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3336	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3337	10	21	6	8	14	21	13.236514644031505	0.4605075660340056	0.860746227760248	0.5350096825080426	0.5926431619262211	NA
unown3338	25	15	18	11	14	13	15.705443591416246	-0.4454475608570142	0.707961965188376	-0.6291970229481023	0.5292200776277401	NA
EIF2B4	1155	1132	994	811	973	957	992.0766396206814	-0.08285697723511283	0.2142000493820387	-0.38682053283438983	0.698889075286307	0.9998748158320103
unown3339	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3340	158	143	121	97	175	129	134.3293456775298	0.07756452915179839	0.30667760872996425	0.252918788146987	0.8003309705425787	0.9998748158320103
TBL2	968	1020	761	720	957	783	852.4762551481485	0.010363686329714319	0.19018934822383116	0.05449141303916475	0.9565436498287019	0.9998748158320103
unown3341	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3342	20	6	3	9	22	9	10.941927572146607	0.6171559495339226	0.9714793345379773	0.6352743981192701	0.5252494681084485	NA
unown3343	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ZNF513	273	328	220	128	262	219	231.67969198482587	-0.26623556272639154	0.3080372535872763	-0.8642966382342417	0.3874249564543053	0.9998748158320103
unown3344	131	165	70	121	144	90	116.47486272429732	0.14235474209088064	0.3546778929243778	0.4013634481617737	0.6881525563932608	0.9998748158320103
unown3345	13	14	2	12	15	12	11.035444566485381	0.6584938264644039	0.9200372106587174	0.7157252107150571	0.4741610406679574	NA
unown3346	103	205	52	29	128	39	85.20384313190694	-0.7616792375213388	0.5767936650960426	-1.3205402271443303	0.18665471444788126	0.9998748158320103
unown3347	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3348	0	0	1	0	0	0	0.18183072601275177	-0.794825950228556	4.080472856796901	-0.1947877067493791	0.8455591465464287	NA
PPP2R5A	1006	909	564	1103	976	581	839.939938614864	0.28512432710226815	0.28040557582833536	1.0168283075683973	0.3092351132479693	0.9998748158320103
unown3349	1176	1463	1390	877	1528	848	1184.3076661088037	-0.19541785023087624	0.24048055307279387	-0.8126139421000206	0.4164394354511219	0.9998748158320103
CCDC124	245	368	172	95	302	149	210.15628106344693	-0.3932313618839607	0.38779136422980326	-1.0140281557454531	0.31056931750085714	0.9998748158320103
unown3350	39	143	91	30	119	88	82.84588177784421	-0.07998638759412141	0.5835786895094902	-0.13706187191542515	0.8909818897869826	0.9998748158320103
unown3351	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3352	4785	5396	5719	4805	6750	4570	5281.514229127023	0.148281312889618	0.21608031957943305	0.6862323842274236	0.49256657944469545	0.9998748158320103
unown3353	1126	892	0	1125	1010	1	645.3343105326902	0.28377751734190965	2.5981773484222397	0.1092217656020423	0.9130265971291914	0.9998748158320103
unown3354	0	5	14	8	7	14	8.551538199340257	0.711973479198196	1.3088859363791363	0.5439538002583927	0.5864732652525217	NA
unown3355	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3356	3	4	4	3	7	1	3.495678386930952	0.05010056004138657	1.420168245515454	0.0352779047127634	0.971858141847001	NA
unown3357	0	4	5	0	3	2	2.309192944534109	-0.8145335168595598	2.141744272019848	-0.38031315292903056	0.7037129731369436	NA
SNCA	19498	16220	18816	13339	11766	12142	15169.630872022588	-0.3774026049680546	0.2434804117414483	-1.5500327203685618	0.12113366272579972	0.9998748158320103
unown3358	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CTNNA1	508	641	280	316	687	392	451.9183568971221	0.12459208249007643	0.3102143885389213	0.40163218436415105	0.6879547401303578	0.9998748158320103
unown3359	257	311	253	143	303	240	245.7991200292587	-0.11272977789196995	0.3066107354866971	-0.3676641579852997	0.7131236691581104	0.9998748158320103
unown3360	299	309	306	241	411	238	294.5826207591933	0.08312439138874432	0.2571775094328241	0.32321796556808474	0.7465301759566452	0.9998748158320103
unown3361	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3362	59	100	79	53	169	84	88.09746911493676	0.4572159421596448	0.45065005484819254	1.014569813629922	0.31031093474762744	0.9998748158320103
unown3363	1	5	7	4	4	4	4.248788965060194	0.0011564176294511295	1.3565043889919448	8.524982586385104e-4	0.99931980488371	NA
PRKAR2B	1071	1417	1169	848	1461	1210	1179.7262858693402	0.09555614945609787	0.24687447748891514	0.38706370309336013	0.698709048006097	0.9998748158320103
MAP1S	328	716	282	162	547	225	354.60885196815536	-0.3872110894923272	0.4180788925996984	-0.9261675160986267	0.35435893113114453	0.9998748158320103
unown3364	18	23	18	3	6	2	10.988923284441931	-2.30808890564758	0.905387683268321	-2.5492824215541643	0.01079448444127563	NA
MLXIPL	3	4	3	0	5	3	2.8692228614342543	-0.22440966099692097	1.6837038451305035	-0.13328333343535664	0.8939693079879654	NA
unown3365	3	0	0	0	0	0	0.4368860487996093	-2.1892082999223574	4.000384202990595	-0.5472495112558827	0.5842073252805133	NA
unown3366	365	346	332	271	366	293	324.3308590112552	-0.010956436368833289	0.23171080539992625	-0.04728496088010566	0.9622861141544363	0.9998748158320103
SLC31A2	102	142	55	61	134	59	87.44661326746012	-0.088314226489462	0.42775198869171066	-0.20646128790557608	0.8364306010531111	0.9998748158320103
TLK2	461	520	452	428	608	469	484.03884348159704	0.22307486430874984	0.21622487375418062	1.0316799378149102	0.30222207877778473	0.9998748158320103
FAM129B	38	22	0	10	15	9	14.479517339867552	-0.5816340499402537	1.1437218733790464	-0.5085450086058567	0.6110711830659424	NA
unown3367	110	181	100	51	263	90	125.18325101923392	0.12389735595097977	0.4973297783235186	0.2491251506568407	0.8032639752344528	0.9998748158320103
unown3368	4	0	11	4	0	8	4.92794375084305	-0.14187958977526083	1.8279866243790677	-0.0776152231548492	0.9381341325858173	NA
unown3369	0	1	0	1	0	0	0.3285093484616667	0.16695472920030166	4.080472856796901	0.04091553480675721	0.9673632328332307	NA
unown3370	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
NTRK2	1902	2048	1371	1176	1675	878	1452.6166169630326	-0.3658038826572388	0.2094095929691393	-1.7468344094014228	0.08066606596634389	0.9998748158320103
unown3371	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3372	372	268	240	299	283	185	269.21034657258633	-0.03004172780660172	0.28775013021176654	-0.10440213453419757	0.9168502288276372	0.9998748158320103
SLC26A11	271	153	90	118	165	126	148.44669868864128	-0.13464790740180257	0.38672654768530934	-0.34817342695430753	0.7277099429653071	0.9998748158320103
unown3373	486	643	483	438	988	604	594.1833291766751	0.46025270434211046	0.2739464815903769	1.6800825536073543	0.09294125483669723	0.9998748158320103
SCAP	108	200	158	69	134	120	129.00690511574714	-0.3793583251169763	0.39283101230857864	-0.9657036059540554	0.3341925146068338	0.9998748158320103
unown3374	1	14	4	2	7	6	5.443410551122508	-0.15831158168011322	1.331629311040477	-0.11888562407537834	0.9053659713071117	NA
unown3375	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3376	0	0	0	0	8	0	1.1467107047843483	3.7505327587763824	3.947182451738313	0.9501797306391734	0.3420209360203485	NA
unown3377	104	94	51	58	74	30	65.21110321048076	-0.4627864438413004	0.4391154282373107	-1.0539061351112382	0.2919258937650564	0.9998748158320103
TMEM240	2179	2165	2146	1903	2103	2467	2165.163174409463	0.17770893361426268	0.24779000276690427	0.7171755584563807	0.47326577845013107	0.9998748158320103
unown3378	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown3379	12	13	0	4	4	0	4.916913844148988	-1.4444489256829	1.725234873463729	-0.8372476976325554	0.40245335168058344	NA
ATAD3A	1622	2502	1737	1328	2178	1632	1794.3371786949579	-0.0361719081066585	0.23723713954863518	-0.1524715235374983	0.8788150487440001	0.9998748158320103
