id	Mal7_Exe_MSt	Mal8_Exe_MSt	Mal9_Exe_MSt	Mal7_Exe_AreaX	Mal8_Exe_AreaX	Mal9_Exe_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SFT2D1	855	649	928	591	577	940	744.3298241165517	-0.10875006463877836	0.2212299271448858	-0.49157031348456215	0.623023134014379	0.9998924110731865
PRICKLE2	81	102	60	32	108	126	82.66998332142975	0.20574249315191567	0.47029072067220584	0.4374793805368719	0.6617637265926796	0.9998924110731865
unown6668	1	2	5	1	1	2	1.9557414875465426	-0.9224435842794626	1.7781021931983205	-0.5187798473046357	0.6039142728869725	NA
unown6669	37	47	30	46	40	61	43.221283397069534	0.4805100651656209	0.43130287549663715	1.1140896397046336	0.26524073279282767	0.9231411255539802
COX11	321	446	343	267	521	497	394.71185754506536	0.31354610973987923	0.2675693619367523	1.1718311374304315	0.24126485876841042	0.902241778904333
STXBP4	96	124	91	91	103	77	96.76561386424072	-0.057450340823246564	0.3367562095837031	-0.1705992025930761	0.8645389249719592	0.9998924110731865
MOB2	955	908	820	1439	1508	2199	1301.6805126184202	1.0444191347534366	0.16394280312914472	6.370631188553627	1.8825183789351268e-10	2.9462494537449064e-8
SMAD6	116	170	99	94	139	141	124.97956503329499	0.07155250356105501	0.3187666557833241	0.22446671338702234	0.8223941649618381	0.9998924110731865
ITPRID2	429	473	433	397	487	552	457.93822858416564	0.21788496165494162	0.17653045120849878	1.2342627584268695	0.2171050084477826	0.869186061459867
unown6670	57	51	47	78	51	81	60.9010440581255	0.5641224080727724	0.3842127363430038	1.4682553562439826	0.14203487272173182	0.7387115458285334
BRSK2	3128	2535	2967	2306	2221	2993	2659.3989672431435	-0.08498914141829839	0.15911328782533035	-0.5341423245027583	0.593243068953671	0.9998924110731865
CEBPA	20	46	11	62	27	27	33.0441712212038	0.7759138284730628	0.6899248120597309	1.1246353441857189	0.2607435900719247	0.9202396895851028
unown6671	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CEBPG	455	449	430	403	392	458	427.97417821377644	0.032538693107267425	0.1784820178156495	0.18230796304015337	0.8553410498049507	0.9998924110731865
FAM210A	210	237	311	217	237	310	251.27063701761057	0.11620364270297842	0.2485496110811679	0.4675269544679764	0.6401229119930909	0.9998924110731865
unown6672	2898	1820	1931	2299	1403	1759	2011.2291115408468	-0.133042663754884	0.27081211942769284	-0.4912729313445905	0.6232334222241751	0.9998924110731865
KDM8	416	490	430	334	470	554	443.1394822210915	0.1269342077432791	0.20154737826643976	0.6297983572650385	0.5288265205869094	0.9998924110731865
HLF	6911	6887	6840	3718	4611	5856	5690.958761637425	-0.4371385535598139	0.14267262602177888	-3.063927298100513	0.0021845199060149807	0.046609842264287125
ATF7IP	1459	1779	1561	1612	1543	1861	1627.1258529782483	0.1852307322281067	0.16210437604840583	1.142663367537932	0.25317838482507943	0.9166838267014118
PEPD	845	661	902	784	633	850	774.4117732183912	0.035603566538320974	0.21137541538979188	0.1684375946590826	0.8662390343230549	0.9998924110731865
LDLRAD4	435	459	357	351	507	485	428.840658884277	0.21996666092796785	0.20845277973081966	1.0552349611840934	0.29131787830184597	0.9464529303168538
MPC1	10849	9203	9470	9672	9372	11072	9879.681050706095	0.15246472187966315	0.14353461295843614	1.0622157174298643	0.28813776611084263	0.9420896470359453
ADAMTS9	459	366	413	406	676	893	528.8030454879744	0.76159117180447	0.2433576244555958	3.129514324887871	0.0017509553505239072	0.03911739377349937
PXN	26	37	27	32	26	25	28.846370614162048	0.025013651736536243	0.5209170553537197	0.04801849254014376	0.9617015046906203	0.9998924110731865
HPS1	649	988	740	397	791	692	698.0770890544429	-0.23207393560915343	0.26637309355994765	-0.871236401948851	0.38362508775964504	0.9960953925188475
PCYT1A	219	131	120	170	178	147	160.85847996431983	0.22014102769032573	0.3263263510181904	0.6746038957732053	0.49992745721215814	0.9998924110731865
PPARGC1A	109	117	147	121	147	171	134.5126584264756	0.343496044043214	0.27611454164639626	1.2440346024336135	0.2134868280686561	0.8653875114566304
RPS6KA2	66	65	82	42	27	23	50.25336140544668	-1.0554265026281995	0.46440267731830354	-2.272653785552588	0.023047051677710626	0.26548955638215554
PARS2	784	608	531	567	668	586	620.5886266812431	0.05597426518741887	0.21730066711895957	0.25758901677359414	0.7967241070814579	0.9998924110731865
DHCR24	800	663	787	733	702	1070	784.2876655671157	0.25985709041163163	0.1871320417618788	1.3886295899143437	0.16494541474431362	0.7872053162140114
MMD	997	982	1159	819	972	1347	1031.785586782502	0.09835187460340562	0.1818262015972435	0.5409114513719053	0.5885686174979685	0.9998924110731865
CEP192	108	84	119	79	149	131	110.78188516299454	0.31449479378026624	0.3352663502469554	0.9380446130326263	0.3482214836456008	0.9840801118957119
UPF3A	965	1065	805	890	803	913	901.1423405521135	0.009607878810238354	0.18806215157785713	0.05108884871106413	0.9592547218292731	0.9998924110731865
PLBD1	63	288	177	28	98	167	131.8287819707105	-0.8091170737021914	0.5834387256203935	-1.3868072827044953	0.16550053580712615	0.7876458309872313
NSMCE1	427	515	568	306	407	626	465.44188568938426	-0.08873215484366012	0.24258461336347453	-0.36577816545482655	0.7145306139476859	0.9998924110731865
unown6673	182	131	178	144	160	203	164.69139488437793	0.15607798516594915	0.2604642680180615	0.5992299302840501	0.5490195663810484	0.9998924110731865
unown6674	424	338	394	339	421	388	381.9769807039636	0.1149669679755701	0.20820794387497799	0.552173782786136	0.5808292947853506	0.9998924110731865
unown6675	431	343	340	409	294	436	373.4158073617774	0.15823354641451517	0.23456958079180532	0.6745697625428977	0.4999491492735229	0.9998924110731865
SLC51A	102	43	14	119	49	14	58.84949637766242	0.4406934230835498	0.8017621585979019	0.549656052431087	0.5825553052974919	0.9998924110731865
unown6676	0	2	2	1	0	0	0.8353120459965007	-1.7846251518412422	3.2691018735942996	-0.5459068639788485	0.5851299598693425	NA
PDE1A	1682	1581	1900	1334	763	1325	1413.2613845884025	-0.46711807770669217	0.24634845606052228	-1.8961680749967103	0.057937823219137013	0.4584236664293496
unown6677	733	658	515	335	326	328	473.5870140688343	-0.8110970306020145	0.21576699542406763	-3.7591339166951254	1.7050256164718476e-4	0.006141700739121872
TOLLIP	827	655	898	697	497	825	725.2709378425282	-0.12227435532494706	0.23219241816656008	-0.5266078724294745	0.5984659239510158	0.9998924110731865
IQCH	86	69	69	62	78	79	73.19241190023874	0.08734257038848714	0.33109535796600587	0.26379883706329327	0.791934930731181	0.9998924110731865
CHST8	45	44	58	61	62	117	63.756326726772144	0.7931590958735744	0.3916644157256399	2.0250986917054536	0.04285723123132025	0.3809105748249562
GUCY2C	13	30	23	23	16	21	20.94938062440487	-0.008212978855475683	0.6299762346415038	-0.013036966164524263	0.9895983006282334	0.9998924110731865
unown6678	36	15	45	19	13	59	30.12922141970434	-0.03439074964974988	0.6874332885448665	-0.05002776301762597	0.9601002643277937	0.9998924110731865
KCTD15	110	115	65	56	78	84	83.10845806501851	-0.29641475634337305	0.35725106915114707	-0.8297099209462823	0.40670281089479493	0.9998924110731865
unown6679	82	82	97	69	99	123	90.85050491830141	0.2553709143278082	0.31833981329513417	0.8021959668960814	0.42243960899082894	0.9998924110731865
TFRC	323	401	354	369	361	390	365.2142083893288	0.18183376160554005	0.2056221694634188	0.8843101017757191	0.37652883661123543	0.9926072873762986
TMEM100	370	247	237	196	141	160	222.12885692923834	-0.6358278423801584	0.29693759069585635	-2.141284439232271	0.03225110720752467	0.3284713962903041
SIRT4	132	158	206	121	172	221	166.07304421025623	0.1443601049797952	0.2960385372958773	0.48763956982909196	0.625805162386025	0.9998924110731865
unown6680	43	17	37	35	74	63	44.739041302515425	0.932916202476833	0.5155645568813456	1.8095041445828841	0.07037271684944134	0.5129523086841505
unown6681	662697	606409	665182	488270	652975	698200	622144.1253475996	0.038752023798442684	0.1451742383936077	0.26693457618406907	0.7895195342874872	0.9998924110731865
CHAMP1	415	435	487	314	371	479	410.93150172799363	-0.09565319162607111	0.19471790897054542	-0.49123982550850204	0.6232568342968678	0.9998924110731865
unown6682	9	17	18	22	16	15	16.370063831431217	0.41253697426555885	0.6965036061952106	0.5922969681652104	0.5536517457703855	0.9998924110731865
