id	Fem1_Veh_MSt	Fem2_Veh_MSt	Fem3_Veh_MSt	Fem1_Veh_AreaX	Fem2_Veh_AreaX	Fem3_Veh_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
METTL11B	7	1	8	6	21	16	9.269729680201639	1.3210057233911212	1.017702079612932	1.2980279296408104	0.19427773771678342	0.9998933113894561
unown16	308	215	205	249	329	242	255.9874799244018	0.15773929471143533	0.28980856503699226	0.544287898086452	0.5862433734571542	0.9998933113894561
PRRX1	3	2	8	3	15	8	6.04831186984981	0.8687090086497623	1.1533057672574591	0.7532339066642639	0.45130936754242407	0.9998933113894561
unown17	0	0	0	1	0	0	0.21260135166689378	0.9542065032417211	4.080472856796901	0.2338470409507285	0.8151037284649149	0.9998933113894561
ATP6V1B2	9664	10309	8655	6495	12307	9483	9269.803169332396	-0.07007854360935269	0.18033593593854502	-0.38859999392042466	0.6975720712745423	0.9998933113894561
LZTS1	364	788	566	278	619	1004	586.4022810587385	0.08910750709019825	0.4072253650989581	0.21881620038217564	0.826793226595103	0.9998933113894561
FMO4	0	3	10	5	4	1	3.8960256558472945	-0.31691272856541636	1.6445549995462923	-0.19270424440219255	0.8471905992083477	0.9998933113894561
GFRA2	34	62	26	23	59	62	42.81255474074483	0.1689701999932703	0.5400079172617815	0.3129031901051888	0.754354213845763	0.9998933113894561
unown18	263	416	407	129	417	429	331.0861409328645	-0.24731478793872286	0.3704457913282836	-0.6676139768033055	0.5043800335909258	0.9998933113894561
RHOBTB2	518	980	803	410	953	1338	808.7036408473693	0.1686592989850002	0.367080673031806	0.45946112496744435	0.6459030624602017	0.9998933113894561
unown19	3930	8007	6748	3074	7816	7209	5931.820915260174	-0.12230605177984419	0.31647626783436905	-0.38646200113764695	0.6991545394829889	0.9998933113894561
MYOC	42	54	12	33	29	21	32.104244956535815	-0.3436957464139331	0.6738683670354831	-0.5100339520698046	0.6100276757323506	0.9998933113894561
CHMP7	398	805	563	223	823	775	572.4277227578258	-0.0590648064929748	0.38975688838261674	-0.15154268789982753	0.8795476395726616	0.9998933113894561
unown20	828	1017	1029	541	1071	1028	897.4469215711013	-0.17688958267945443	0.2305538890624425	-0.7672374705921625	0.442940338181977	0.9998933113894561
LOXL2	0	2	8	0	0	7	2.7830555128298196	-0.5431092206586917	2.3793459431027504	-0.22825988050752227	0.8194442119871364	0.9998933113894561
VAMP4	2533	3406	3145	1596	3443	3326	2831.9000940804212	-0.18158546416418295	0.24237554241663092	-0.7491905427159272	0.4537423684900526	0.9998933113894561
unown21	825	1462	1159	503	1656	1447	1127.6713051888432	-0.03294120988085244	0.3390158393107112	-0.09716717056002068	0.9225936387442669	0.9998933113894561
unown22	30	60	37	21	74	67	45.97857569570938	0.2562021897773896	0.5308969234606576	0.48258367765127125	0.6293913709001333	0.9998933113894561
unown23	126	153	132	96	141	110	124.74275570358424	-0.2689718373635623	0.28915892655085523	-0.9301868718766924	0.35227433791094387	0.9998933113894561
unown24	6	17	6	2	16	12	9.248470142201315	-0.08490451268340157	1.008820022414506	-0.08416220019126051	0.932927471399368	0.9998933113894561
ITPA	2056	2845	3503	1333	3077	3480	2640.044808759727	-0.15762245158931168	0.3068224100409756	-0.513725355225068	0.6074440222308157	0.9998933113894561
unown25	26	19	35	21	27	40	27.73301619781751	0.12076237231532296	0.573250908732362	0.21066233036135354	0.8331507709339654	0.9998933113894561
unown26	117	291	118	103	357	105	172.52480234581992	-0.02055972283818282	0.49184130277129773	-0.04180153785852939	0.9666569090523722	0.9998933113894561
unown27	1	5	5	3	3	5	3.654391021060035	0.007280788359441912	1.3696784138952343	0.005315691833629799	0.9957587115300213	0.9998933113894561
unown28	11	15	7	13	19	16	13.301423321373239	0.5161123575301867	0.7437481043158073	0.6939343502663062	0.4877233804493685	0.9998933113894561
EEF1AKNMT	137	306	179	87	346	212	200.87759771811272	-0.06643218798165168	0.4209961933686337	-0.15779759776469562	0.8746162916481097	0.9998933113894561
unown29	4029	3851	5028	2039	3714	4615	3805.483341655641	-0.3629552027847167	0.26398278390640495	-1.3749199755140185	0.16915625562136638	0.9998933113894561
unown30	216	514	319	168	387	431	329.4182013205089	-0.15251906349827044	0.37921979771525954	-0.40219172210199505	0.6875429338678802	0.9998933113894561
unown31	14	35	18	7	37	33	22.735162012811323	0.08569593690354381	0.7195254593193228	0.11910063194235392	0.9051956300906193	0.9998933113894561
unown32	20	86	24	15	66	28	37.80003616594571	-0.38337144524670336	0.7028636287459824	-0.5454421449160735	0.5854494611766583	0.9998933113894561
unown33	1166	1107	1488	849	1647	1118	1200.304250200954	-0.11325343496127639	0.21829331397072185	-0.5188131184653062	0.6038910688858075	0.9998933113894561
unown34	106	226	151	84	232	135	149.91462819307296	-0.1867902568667587	0.3817151709276342	-0.4893445979965269	0.624597751953059	0.9998933113894561
PPIH	1948	1340	1700	1926	1755	1753	1750.5099899547288	0.15402209556766328	0.2802935736977392	0.5495027714540341	0.5826604631491261	0.9998933113894561
PIGC	280	618	365	179	520	446	387.01654637584915	-0.22841086616100045	0.36887002403370767	-0.6192177495564889	0.5357729203926037	0.9998933113894561
SUCO	246	348	364	294	390	400	336.81033212486295	0.16530630731720258	0.2624977852456643	0.6297436268366876	0.5288623340084964	0.9998933113894561
FASLG	3	11	0	1	0	0	2.5227614852158786	-3.7039162317980354	2.439342835695718	-1.5184074077646623	0.12891172537798462	0.9998933113894561
unown35	0	0	2	0	0	0	0.3310866564348805	-1.8629006714077838	4.037962222047248	-0.46134673109034	0.6445498627253793	0.9998933113894561
YBX1	9318	9477	6339	6190	12018	7089	8202.504951975156	-0.04794718181206236	0.24175855427754867	-0.19832672293786568	0.8427894450483451	0.9998933113894561
TADA1	306	495	453	281	572	486	420.69107790281566	0.03824615159172282	0.27092924118356576	0.1411665696350933	0.8877383551296069	0.9998933113894561
unown36	0	0	2	2	0	2	1.079204034772483	1.1549673766061186	3.0746653752632023	0.37564002440663946	0.707184531132153	0.9998933113894561
PRDX6	7117	5747	5719	5107	8174	5944	6199.825089801151	0.013988516787667183	0.19392170815940526	0.07213486783113783	0.9424945779752152	0.9998933113894561
FAM78B	35	46	42	14	68	46	39.681823543052644	-0.06529707828942474	0.5428398006391599	-0.12028793432710998	0.9042550617239092	0.9998933113894561
CLDN19	22	9	3	13	22	14	13.569023413708363	0.48118671561918097	0.8818841655110352	0.5456348287423239	0.5853169783316265	0.9998933113894561
PLPP6	965	1760	1368	533	1678	1854	1309.6777189027473	-0.09916948301860619	0.36321964498517517	-0.2730289630194804	0.7848309518189301	0.9998933113894561
P3H1	486	565	383	355	698	473	480.92254804175	0.03349808183143065	0.2455900556019899	0.13639836413294593	0.8915063668259599	0.9998933113894561
C21H1orf50	660	477	339	499	611	336	485.4914052732426	-0.030391684594582996	0.34421957546386694	-0.08829156376021746	0.9296449439150688	0.9998933113894561
CDC42	8007	5609	6730	7148	7970	7240	7110.331455733067	0.14303406955201584	0.24059129476774244	0.5945105773261473	0.5521706698686708	0.9998933113894561
FMO5	83	93	55	61	148	56	79.68189033423519	0.11515793807630531	0.43354865965614675	0.2656171008985211	0.7905341139607629	0.9998933113894561
WNT4	9	2	20	7	14	14	10.72987698914691	0.11977931292263244	0.9808600419166328	0.12211661990897267	0.9028066596053775	0.9998933113894561
PRKAB2	183	199	170	83	241	219	176.07228845057236	-0.11003307847141276	0.33562357783910696	-0.3278466881851817	0.7430275844018738	0.9998933113894561
unown37	363	617	338	246	554	431	412.5802080458275	-0.16548146094310054	0.3080297686460085	-0.5372255469674225	0.5911118266939845	0.9998933113894561
