id	Fem7_Exe_MSt	Fem8_Exe_MSt	Fem9_Exe_MSt	Fem7_Exe_AreaX	Fem8_Exe_AreaX	Fem9_Exe_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENOX2	943	1313	1173	890	1247	1101	1100.135741644247	-0.03595652913697197	0.16398764418465359	-0.21926364828123363	0.8264446773592959	0.9999773224878018
BACE2	173	193	121	111	222	116	155.04995227212072	-0.09023534718412118	0.35988746928383886	-0.25073211735792245	0.8020212276145534	0.9999773224878018
unown5153	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ARID5B	1747	1475	1745	1313	1539	1471	1539.1141402538744	-0.15441113678771948	0.14065486105630157	-1.0978016374841928	0.27229111629295893	0.9999773224878018
unown5154	5	28	42	8	13	19	18.46908876751589	-0.8378036489406676	0.8403419931769173	-0.996979391418185	0.31877451331294565	0.9999773224878018
unown5155	6	15	23	30	21	27	20.301027058570988	0.9174973234859554	0.6805923397682433	1.3480864680292808	0.17763057323293455	0.9999773224878018
GUSB	443	656	636	446	662	635	572.4924713410514	0.05311749226209046	0.19639237212593838	0.270466167739083	0.7868016415395344	0.9999773224878018
MRPS22	2304	2404	2479	2193	2377	2538	2369.2589681097356	0.033331482323597554	0.10711570020612685	0.3111727063302252	0.755669330934186	0.9999773224878018
NADSYN1	1059	822	904	1106	932	909	958.2535104248097	0.13780326494083495	0.20994982940790863	0.6563628335848699	0.5115906980344953	0.9999773224878018
SASS6	703	696	1034	730	666	973	792.8085067563709	0.019865913034562557	0.20930590204750565	0.09491329599512983	0.9243836955215533	0.9999773224878018
RNF123	490	550	698	446	593	646	563.5618949671559	0.0036976233084190717	0.17728103199746137	0.02085741078307814	0.9833594004976673	0.9999773224878018
PDXDC1	910	1021	1390	906	1046	1305	1083.2960467813832	0.025046737978593584	0.17972160075921886	0.13936409353570042	0.8891624446314247	0.9999773224878018
FGG	2	0	0	4	0	0	1.0949829349841471	1.102863755221093	3.763731770244408	0.29302400451068156	0.7695038036589763	0.9999773224878018
NT5C3A	2319	2260	2841	2344	2152	2826	2441.7590324617054	0.036204429095417975	0.15383446761444977	0.2353466661720827	0.8139396777225943	0.9999773224878018
GTF2H3	1206	1535	1890	1112	1516	2019	1523.1888710902745	0.049919365367468944	0.20719030774284583	0.2409348483106958	0.8096056125291837	0.9999773224878018
GFI1B	0	2	5	0	0	0	1.0894706185068075	-3.5512489172517427	3.586879195004511	-0.9900664963006307	0.32214161798300067	0.9999773224878018
EIF2B1	1589	1693	1837	1458	1590	2120	1700.1278647404906	0.059027225262300156	0.15046063112614463	0.3923101001272043	0.694829101774332	0.9999773224878018
TTL	667	1077	1065	793	1044	948	921.9098294261435	0.04316235207707073	0.1922064821627215	0.22456241637329172	0.8223197055064302	0.9999773224878018
FOXL2	8	22	25	28	10	20	18.826960863763134	0.18237726792939465	0.7490089305714762	0.243491446477474	0.8076247104820878	0.9999773224878018
unown5156	127	157	79	150	178	72	127.91989044419057	0.19184145312416442	0.4394159276850421	0.4365828388033982	0.6624139105722762	0.9999773224878018
RFX3	1043	826	955	820	849	996	911.0509922397138	-0.0399805590728773	0.17146119111334607	-0.2331755589312789	0.8156250839410305	0.9999773224878018
unown5157	314	292	264	218	224	154	243.9278136501424	-0.4914142354236366	0.26529703704394975	-1.852317089173626	0.063980303169331	0.9999773224878018
TFEC	1	0	3	1	1	0	0.9806984959055147	-0.8808226853939537	2.773733546356769	-0.31755850757578813	0.7508198522125582	0.9999773224878018
PACSIN1	857	1099	1710	942	1277	1567	1221.5108438922348	0.10133674730803718	0.23815301430554434	0.42551108413863986	0.6704641431904463	0.9999773224878018
unown5158	38	65	91	55	46	42	55.49140888798046	-0.3552329881144278	0.44395775941786086	-0.8001504210225465	0.42362365101149374	0.9999773224878018
unown5159	887	952	1345	804	880	1120	985.8197552329134	-0.12854197674096743	0.1837305782244508	-0.6996221205157079	0.48416332436525067	0.9999773224878018
unown5160	19	17	39	20	50	35	29.42383730288891	0.5309618285282159	0.5880990340692548	0.9028442452188923	0.36660856498098043	0.9999773224878018
unown5161	44	34	76	23	58	76	50.600846627336935	0.05848410468699324	0.5316698829758861	0.11000078537389298	0.9124087520574026	0.9999773224878018
SLC22A7	4	3	0	0	4	0	1.8290819246892058	-0.8621085854458268	2.6630239030168497	-0.32373295052634454	0.7461402222058229	0.9999773224878018
BBS9	196	165	251	144	160	224	187.8072463165518	-0.1662501711375116	0.26460074397524186	-0.6283057584791495	0.5298036600389298	0.9999773224878018
unown5162	0	1	0	0	0	0	0.16252652229885126	-0.9108188294541582	4.080472856796901	-0.2232140395045134	0.8233689256373543	0.9999773224878018
TMEM26	22	23	49	12	36	34	28.539839023063625	-0.15772070583198197	0.6191814535476117	-0.2547245317641836	0.7989358674891838	0.9999773224878018
SLC11A1	21	29	7	8	44	28	22.503784826773845	0.4751420264382655	0.8108008621990769	0.5860156896596926	0.5578649713595449	0.9999773224878018
unown5163	83	63	74	83	76	69	74.78358235505672	0.10600876405313432	0.34450039316949504	0.3077173964239215	0.7582973812033305	0.9999773224878018
unown5164	36	47	59	49	105	50	56.99663366161306	0.5710434867816787	0.45059921264724356	1.2672980128545548	0.20504875080031862	0.9999773224878018
unown5165	42	32	39	28	43	40	37.03113744531977	0.009448289624602058	0.4439029620779422	0.021284583415199402	0.9830186417069104	0.9999773224878018
NUTF2	1603	1500	1697	1508	1466	1641	1562.5676765426738	-0.0042563302500831	0.13540380812230296	-0.03143434670787535	0.9749231499659796	0.9999773224878018
unown5166	434	814	681	429	853	722	645.0123329655472	0.09442732702280912	0.2703730783545171	0.349248259469808	0.7269029385755339	0.9999773224878018
unown5167	0	1	2	0	2	1	0.9506012920504747	0.044504937604677254	2.7490462227077064	0.016189228553909717	0.9870834287077662	0.9999773224878018
unown5168	80	167	85	85	168	77	109.3308180623299	0.0320848164120305	0.4379581149058163	0.07326001122032046	0.9415992125783627	0.9999773224878018
LRAT	1	1	1	5	3	3	2.386155272932756	1.9496229288068103	1.6392661044368866	1.189326689260458	0.23431113679891621	0.9999773224878018
CEL	1	2	0	4	2	24	5.404748076551238	3.3128914018054223	1.6251054308938777	2.0385701375591303	0.04149294814149626	0.9999773224878018
RBM46	6	0	16	0	1	7	4.771195877096517	-1.4379116003931536	1.8861917842322031	-0.7623358411448455	0.4458595878125158	0.9999773224878018
R3HDML	12	8	0	0	6	0	4.357346174689566	-1.7967976533687178	2.1793643046964943	-0.8244595222086772	0.409678506236165	0.9999773224878018
RHOBTB1	127	193	221	171	216	261	195.73877914469125	0.3131086896941506	0.2625704360829446	1.1924750339952257	0.23307503437521243	0.9999773224878018
unown5169	39	27	37	33	56	11	33.7839829983355	0.009215330306974282	0.6531824103540066	0.014108356503323215	0.9887435335941839	0.9999773224878018
MDFIC	84	129	113	71	139	108	105.79843747583082	0.0031293722690447566	0.3308735557269943	0.009457909871850925	0.9924537922399234	0.9999773224878018
EDC4	394	461	559	372	482	459	449.52602290800127	-0.054668687756600234	0.1716675084595506	-0.31845681368109113	0.7501384484236119	0.9999773224878018
unown5170	0	0	0	0	1	0	0.16122884617986674	1.0127345221883313	4.080472856796901	0.24819048128243398	0.8039870308300985	0.9999773224878018
NPY2R	154	252	333	145	241	353	241.03620382391782	0.04420141095949984	0.34556422996091446	0.12791084009042053	0.89821953236647	0.9999773224878018
unown5171	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
FOXP2	2181	1457	2496	1645	1425	2507	1935.7836543387903	-0.09038310341681832	0.2518838199911475	-0.3588285401578984	0.7197233606317708	0.9999773224878018
BMPER	373	327	255	296	428	390	343.69068830328195	0.25005692307502125	0.241853525885774	1.0339188653926081	0.3011740947442842	0.9999773224878018
SHISA5	151	287	238	189	305	286	239.5005348542417	0.2519763350003755	0.28056275092816146	0.898110437564445	0.36912667500375773	0.9999773224878018
SLC35A3	44	101	57	46	83	97	70.26637332796868	0.19431495235537044	0.44779432913629313	0.4339379480981048	0.6643335019691283	0.9999773224878018
FITM2	395	213	200	338	223	255	273.79386908512845	0.061491207991208996	0.3638806811705509	0.16898728394538776	0.865806643494001	0.9999773224878018
unown5172	198	159	171	159	200	133	169.65258441325204	-0.055473973499354054	0.2770469861399599	-0.2002330877959071	0.8412982908131537	0.9999773224878018
C16orf45	1960	1797	1775	1642	2224	1838	1863.6493765146934	0.0841587941932489	0.15344537700336375	0.548460930115894	0.5833754491930909	0.9999773224878018
unown5173	121	209	140	134	199	196	164.87273745250187	0.21103222202044208	0.2932063686156629	0.7197395575573758	0.4716853656608881	0.9999773224878018
ATRIP	657	809	919	687	861	857	790.4517572720761	0.06422691884774175	0.14908478384949111	0.4308080086334108	0.6666079758927029	0.9999773224878018
CLCN5	884	994	1441	912	1068	1282	1083.1675922967902	0.030592289890331244	0.18927957477535984	0.16162488703093655	0.871601257966882	0.9999773224878018
GDAP1L1	1174	1151	1253	1174	1142	1368	1205.0309086703878	0.0930126495278185	0.13893104300425446	0.6694878805809454	0.5031843091471138	0.9999773224878018
MX1	0	0	1	0	4	3	1.277349042986032	2.6887523541302505	2.9106609317308507	0.9237600727788515	0.3556112474895452	0.9999773224878018
unown5174	0	0	1	0	0	0	0.15288351478182102	-0.9108188294541578	4.080472856796901	-0.22321403950451332	0.8233689256373543	0.9999773224878018
TPCN2	127	133	141	101	88	128	118.79209260420238	-0.2877088349228921	0.2764462756161673	-1.0407404993307356	0.297996001578967	0.9999773224878018
