id	Fem7_Exe_MSt	Fem8_Exe_MSt	Fem9_Exe_MSt	Fem7_Exe_AreaX	Fem8_Exe_AreaX	Fem9_Exe_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
unown1726	25	5	0	15	9	0	9.417446240498794	-0.2818226573772223	1.6964800355741905	-0.16612200053497042	0.8680609407870883	0.9999773224878018
NMT2	257	325	332	271	330	278	296.5662023425742	-0.0017646156882211988	0.19148681378120572	-0.00921533787823877	0.9926473282523379	0.9999773224878018
unown1727	214	403	271	192	377	232	277.90660368317185	-0.10840903069340344	0.3165207956088436	-0.34250207947592587	0.731973079329522	0.9999773224878018
unown1728	127	100	172	151	75	151	129.0823005318826	-0.007558277711795008	0.3847585634771651	-0.019644209198331673	0.9843271967872338	0.9999773224878018
unown1729	263	227	277	236	288	262	257.41214532517387	0.08253503194132965	0.1978985766839077	0.41705722862857286	0.6766365487289814	0.9999773224878018
CAAP1	274	273	271	237	271	306	270.36586251967844	0.03654441589596569	0.18822879307243354	0.19414891473007956	0.8460592818115352	0.9999773224878018
SYNC	248	254	205	249	285	234	245.64780004365133	0.16535834052769877	0.2303002236018688	0.7180120711196606	0.4727498439341452	0.9999773224878018
unown1730	293	234	169	222	226	107	209.87645473678145	-0.27492790688335117	0.3858173953238957	-0.7125855656470538	0.47610224630945863	0.9999773224878018
unown1731	16	7	24	18	7	15	14.479693061845186	-0.14734240467970958	0.8127971980823427	-0.1812781897222813	0.856149224482779	0.9999773224878018
RBBP4	4531	3417	5061	3892	3280	4044	4019.94853098149	-0.15554512978373972	0.18882705358930674	-0.82374388005887	0.4100851010250744	0.9999773224878018
PPFIA4	535	486	581	443	588	561	528.1560143749937	0.03454683102092836	0.16014966547360796	0.21571591123068282	0.8292091978400662	0.9999773224878018
PRPH	27	17	10	22	20	4	16.96451717651456	-0.17576121545117385	0.8649932947567825	-0.20319373169313887	0.8389836120268777	0.9999773224878018
PLAA	703	781	1098	683	772	1130	849.8209202826519	0.05217615127469459	0.21605429143023375	0.24149555618312182	0.8091710602353529	0.9999773224878018
PDLIM4	24	14	21	25	21	22	21.23476283583714	0.25868302333188453	0.5891939494223423	0.4390456208613524	0.6606284803234206	0.9999773224878018
unown1732	0	0	2	0	0	5	1.105017268704882	1.377765627157517	3.733195718072433	0.3690579683480675	0.7120845172517061	0.9999773224878018
unown1733	0	0	0	0	0	1	0.159850047828248	1.0127345221883313	4.080472856796901	0.24819048128243398	0.8039870308300985	0.9999773224878018
unown1734	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
RPP38	603	579	423	479	550	503	522.2795702626579	-0.028612286304307948	0.21880061584142105	-0.1307687649519466	0.8959582327284935	0.9999773224878018
ACBD7	7398	11801	9203	6529	12449	8428	9186.438044302855	-0.012581152713922749	0.22627789457612846	-0.055600449780965996	0.9556601061875031	0.9999773224878018
unown1735	60	45	48	74	52	68	58.168364859027186	0.39718853071325166	0.4003730512825271	0.9920461165928267	0.3211750296619302	0.9999773224878018
SLC22A5	127	164	126	89	169	141	134.43468089073323	-0.032615973128061915	0.30244477091815525	-0.10784108790853633	0.914121749488428	0.9999773224878018
CROT	545	493	432	496	517	578	509.41936168751704	0.1552202146503454	0.19203345858697005	0.8082977611948166	0.41891919103090813	0.9999773224878018
IFT74	614	559	536	499	622	521	556.4397161910746	-0.015042251969786842	0.17886708349261246	-0.08409737373734344	0.9329790127028796	0.9999773224878018
ZBTB8OS	335	356	310	280	331	293	316.0635640061762	-0.10116660141847823	0.19135178533758218	-0.5286943168050429	0.5970175202717498	0.9999773224878018
ZBTB8A	283	191	253	236	235	278	245.3873929507365	0.08732456219624381	0.24512969342561736	0.35623820588973953	0.7216621820567231	0.9999773224878018
unown1736	478	252	261	322	270	246	307.0648250939526	-0.19885153333062172	0.3359587983370122	-0.5918926199133105	0.55392249608196	0.9999773224878018
IRF1	41	95	131	56	107	162	96.20862309649725	0.3309889370252915	0.48415887277217773	0.6836370365994289	0.4942043914171917	0.9999773224878018
BSDC1	255	293	384	221	350	288	294.4564622074144	-0.0685730104859777	0.22439608771275915	-0.3055891534693572	0.7599174799404063	0.9999773224878018
unown1737	1287	1303	1371	1273	1418	1307	1320.6826492705825	0.06470842948744901	0.12489613980451658	0.5180979139045335	0.6043899556634019	0.9999773224878018
unown1738	183	264	221	230	286	200	229.57921553060325	0.15593777582928856	0.24962768201587962	0.6246814238309069	0.5321801674394782	0.9999773224878018
KPNA6	1055	948	1192	908	1055	1091	1034.0284466052672	-0.016770788662922264	0.138290319229196	-0.121272325903935	0.9034753389413984	0.9999773224878018
MYOG	0	1	0	0	0	0	0.16252652229885126	-0.9108188294541582	4.080472856796901	-0.2232140395045134	0.8233689256373543	0.9999773224878018
ADORA1	177	110	201	122	243	174	169.19802360398128	0.17774619125928873	0.33285489636154053	0.5340050370363916	0.5933380491414996	0.9999773224878018
TEK	62	122	86	96	107	97	94.45080401765793	0.20995030478329613	0.3430615286231516	0.6119902328480664	0.5405442197288959	0.9999773224878018
MYBPH	4	0	7	0	0	1	1.9266216243741803	-3.28466652644738	2.61762787790519	-1.2548256206210644	0.20954206968330677	0.9999773224878018
unown1739	6	0	0	2	0	0	1.4182251838335551	-1.5013600355946113	3.5021943982691264	-0.42869123322697955	0.6681479414069478	0.9999773224878018
unown1740	0	2	2	0	4	3	1.7552856023655554	0.8338305930712361	2.239354286862702	0.37235313677828924	0.7096299407614253	0.9999773224878018
unown1741	0	1	1	0	0	0	0.3154100370806723	-1.7657662345415093	4.041594660997331	-0.4368983984420093	0.6621850334780554	0.9999773224878018
KIF3A	1675	2056	1831	1682	2194	1971	1888.5634862466497	0.11786266318072565	0.1350367391085575	0.8728192339269579	0.38276161419965943	0.9999773224878018
unown1742	465	875	919	560	810	821	730.0576701710874	0.010439864892277781	0.2448075909224056	0.04264518454244668	0.9659843761756264	0.9999773224878018
DENND2D	33	29	37	37	50	53	39.5571739634782	0.5421412512630482	0.4202593345972484	1.2900159654576244	0.1970451148779422	0.9999773224878018
TXLNA	377	323	448	294	353	437	368.29113160026503	-0.038518341610096186	0.20498766940119872	-0.18790565170390167	0.8509506122394274	0.9999773224878018
unown1743	17	32	16	22	25	21	22.101843710984838	0.11547288432674069	0.5980376514974469	0.1930863116019605	0.8468913726950552	0.9999773224878018
unown1744	19	0	18	11	3	11	10.35612443605151	-0.4988299514362353	1.2944625472887652	-0.3853568050161267	0.6999730806196061	0.9999773224878018
CCDC28B	19	29	22	22	38	21	24.97583371965407	0.25613161000181	0.5601712538630581	0.45723804682134767	0.6474999542380888	0.9999773224878018
unown1745	860	921	922	836	905	934	891.6818720667177	0.035049207370730355	0.12661028976515376	0.2768274793126392	0.7819125799853697	0.9999773224878018
unown1746	380	328	252	321	344	202	305.6853684660912	-0.09771562174815338	0.30820584345431234	-0.3170466226498995	0.7512082259140537	0.9999773224878018
INHBC	3	4	1	6	0	1	2.6053140542816946	-0.06581166566625324	1.8649061782257883	-0.03528953168510833	0.9718488706381276	0.9999773224878018
8-Sep	2232	2724	2462	2325	3129	2455	2538.7471601350444	0.14007697121932142	0.14854870752171745	0.9429699763550115	0.3456962601095912	0.9999773224878018
EIF3I	5837	6979	6666	5181	6584	6288	6203.705981210308	-0.06324406961383566	0.11106889538014732	-0.5694129701873315	0.5690759168535577	0.9999773224878018
DBF4	435	280	182	270	249	256	280.5551919687069	-0.1807707924277156	0.3510924041085191	-0.5148809553049777	0.6066362098929612	0.9999773224878018
unown1747	0	0	8	0	1	10	2.982797442716915	0.52199870546113325	2.5025123918147236	0.20858985840329858	0.8347684282541386	0.9999773224878018
unown1748	236	270	332	271	319	374	297.5422492910364	0.25313101608177696	0.19685654893722013	1.2858653544846173	0.19849005675065562	0.9999773224878018
ADAM22	890	1206	1048	817	1094	962	993.8909344695085	-0.08277000214184488	0.16010159289844453	-0.5169842513331361	0.6051671525408633	0.9999773224878018
DRAM2	543	804	461	506	857	444	599.3150634778843	0.03825387756047732	0.30145470643567807	0.12689759603617143	0.8990214493457276	0.9999773224878018
C9orf72	334	368	411	275	306	424	349.2572438239024	-0.10168777353124639	0.20219086037857664	-0.502929624716216	0.6150137519317804	0.9999773224878018
LRIF1	240	271	516	281	256	390	320.7988365833028	-0.07878697794084681	0.3048863244183329	-0.2584142732251369	0.7960872021598169	0.9999773224878018
unown1749	79	159	145	91	177	119	126.31426582465659	0.06359450380342048	0.3579653495322932	0.17765547387899738	0.8589935555773163	0.9999773224878018
LINGO2	392	325	379	318	333	369	351.0651797887087	-0.057150782576009904	0.18822261129060439	-0.3036339905399173	0.7614067527116034	0.9999773224878018
unown1750	61	86	51	54	52	34	56.29640069249564	-0.4411362311288545	0.4390512884739785	-1.0047487451001968	0.3150178498377101	0.9999773224878018
unown1751	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown1752	10	9	6	12	21	15	12.145132054607135	0.967880568932454	0.761824806106799	1.2704765730570977	0.20391492253668686	0.9999773224878018
CORO2A	73	103	154	100	96	133	108.40226713738079	0.06199271992495084	0.34059155672222796	0.1820148465263027	0.8555710746772167	0.9999773224878018
unown1753	0	6	1	2	16	10	5.679549389959053	2.012643533947943	1.4989147139981251	1.3427338561375015	0.1793581677842344	0.9999773224878018
SLU7	2262	1832	2176	1828	1658	2186	1982.3297597489259	-0.09660082239637965	0.17264350553549265	-0.5595392777547611	0.5757937329929199	0.9999773224878018
UBE2T	155	99	152	137	136	126	133.96350787715886	0.02798099862991743	0.299691141446542	0.09336611851407892	0.9256127064187007	0.9999773224878018
unown1754	96	24	38	61	8	16	41.66274307415418	-0.7991169325920198	0.8473868265263815	-0.9430367661812371	0.345662097500821	0.9999773224878018
SRI	5743	5385	6162	5154	5462	6003	5619.7194365268	-0.007741365270252546	0.1135031105637702	-0.06820399222365948	0.9456232490391999	0.9999773224878018
unown1755	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ADIPOR1	2284	2374	2913	2079	2478	2445	2407.3890927260986	-0.060624991126867894	0.11739064887762606	-0.5164379932005184	0.6055485359074279	0.9999773224878018
TBC1D2	110	185	163	134	181	164	154.55548681961852	0.11666973138895811	0.2702716140781942	0.4316758598082134	0.6659770148881106	0.9999773224878018
unown1756	2171	1978	2269	1711	1745	2430	2035.6191001625025	-0.08104046405790168	0.16309904285734028	-0.4968788451369777	0.6192744904266151	0.9999773224878018
unown1757	0	8	0	3	5	0	2.66637349562581	0.06919188653773323	2.476513770348999	0.027939229479019802	0.9777106200460337	0.9999773224878018
unown1758	2	77	0	2	59	0	22.748682352384055	-0.3792815643817307	2.9713083116059464	-0.1276480003439074	0.8984275430355464	0.9999773224878018
unown1759	0	3	10	3	4	1	3.3811972335981446	-0.5749417975236352	1.6933274858416916	-0.33953373008520704	0.7342076916505169	0.9999773224878018
unown1760	1	1	1	3	0	0	1.0495738666846344	0.16920742211290646	2.7385467019997107	0.06178730564987251	0.9507322127958588	0.9999773224878018
HDAC1	759	811	1079	784	688	809	815.5429669351117	-0.1508687043667977	0.17978872994321188	-0.8391443913889993	0.40138828805420057	0.9999773224878018
ELP1	427	459	468	346	442	499	436.1267791971378	-0.03134832704953752	0.167371338867273	-0.18729805988107098	0.8514269440616384	0.9999773224878018
TIMM17A	6421	6709	7107	5664	6646	6603	6479.458852706179	-0.0493168764080302	0.09251251336850738	-0.5330833052993066	0.5939759150932857	0.9999773224878018
unown1761	8	0	2	0	4	2	2.6635564560859755	-0.7990872263237369	2.084458541873754	-0.38335481865972937	0.7014566985849703	0.9999773224878018
ZNF804B	135	150	183	178	192	204	172.6595005705341	0.350147416782143	0.221358445134688	1.581811873358127	0.11369252367339809	0.9999773224878018
unown1762	70	37	50	46	21	49	45.65331586343752	-0.3850972066007298	0.5326739968509524	-0.7229510148370992	0.4697099798123536	0.9999773224878018
unown1763	15	0	4	0	8	21	7.870416981983871	0.5358802496797072	1.706614446091679	0.3140019416259645	0.7535195640925985	0.9999773224878018
KIAA1324	323	377	524	289	346	395	370.5071210487285	-0.19351892614369934	0.20994142904166244	-0.9217757877855347	0.3566455392890103	0.9999773224878018
STEAP2	73	67	205	98	71	136	106.42385585325933	-0.09579995626180932	0.4768509482139517	-0.20090125986040014	0.8407757825722195	0.9999773224878018
unown1764	0	1	6	0	0	5	1.8790778501310172	-0.43155745394441314	2.7277721153565815	-0.15820876367012748	0.8742922983165982	0.9999773224878018
unown1765	733	821	920	699	946	961	838.3590367876038	0.12048467693352963	0.1443925791680299	0.8344243009422347	0.4040419281272516	0.9999773224878018
FAM237B	6	1	2	9	3	1	3.836761856847117	0.6158258967253646	1.508028068271293	0.408365009698598	0.6830057180175878	0.9999773224878018
GTPBP10	283	454	418	254	421	379	362.8511709924571	-0.08782306662326354	0.2373332862895734	-0.3700410844019136	0.7113518787818142	0.9999773224878018
TMEM39B	127	112	257	126	132	271	167.73295847476857	0.1463278927812568	0.40141548775563524	0.36452976341145815	0.715462452459783	0.9999773224878018
unown1766	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown1767	30	9	39	9	11	16	18.66076740746707	-1.0712748454211132	0.7533754294795849	-1.421966795706526	0.15503589044436583	0.9999773224878018
unown1768	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CLDN12	612	720	650	567	763	736	669.4816616978236	0.10218300193294715	0.15375923934780664	0.6645649547069301	0.5063287906402377	0.9999773224878018
unown1769	1272	1024	1121	1048	1032	1194	1112.2059981995278	-0.01653636620890469	0.17027797965973848	-0.09711394416323724	0.922635907363842	0.9999773224878018
unown1770	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown1771	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CDK14	217	273	295	231	255	308	260.7287068922566	0.06833548102434868	0.20149682329593102	0.3391392474907004	0.7345048333222375	0.9999773224878018
unown1772	181	171	244	213	171	247	203.43048109159628	0.1434252215044905	0.25815044878131893	0.5555877287123642	0.5784927221957723	0.9999773224878018
SARS	5244	4141	5301	4966	4249	5481	4884.897792209442	0.05403640175723759	0.17443753073738022	0.30977508984916013	0.7567319958506714	0.9999773224878018
LUZP1	1881	1499	2010	1902	1729	1987	1829.9306985416342	0.11492762087153563	0.1698777073374954	0.6765315041791172	0.49870325084418904	0.9999773224878018
ELAC1	275	149	91	290	122	126	179.96521633920673	0.12676677925263805	0.517640644946275	0.24489340334894863	0.806538969565745	0.9999773224878018
unown1773	2	0	0	0	2	0	0.6707511788963261	-0.09001144399642214	3.992862737739562	-0.022543084976514714	0.9820147438805295	0.9999773224878018
SEZ6	444	436	247	385	438	243	367.27560154665554	-0.03613495795058951	0.33614574356360993	-0.10749788936045707	0.9143939996676683	0.9999773224878018
KDM1A	789	940	1201	765	893	983	917.7041263219566	-0.09429014778181785	0.16352673514346416	-0.5766038666343816	0.5642070865697695	0.9999773224878018
LMNA	856	210	305	713	221	318	449.39093832978585	-0.06603156565321955	0.8349984178209467	-0.07907986918770313	0.9369690954217436	0.9999773224878018
unown1774	0	5	4	9	2	7	4.545625956786007	1.1185043581067704	1.4698104016744007	0.7609854691683878	0.4466657464229151	0.9999773224878018
APTX	797	746	648	685	652	569	683.0547105685852	-0.14891180359116402	0.20529734912245964	-0.7253469381250427	0.46823921679352937	0.9999773224878018
FZD1	415	572	383	346	545	348	431.87663047569447	-0.10452025633574596	0.2571048796427745	-0.406527703717518	0.6843549056010263	0.9999773224878018
unown1775	451	633	574	556	608	518	553.7939039005412	0.07969756510427442	0.18493869045257777	0.43094046415728554	0.666511660392513	0.9999773224878018
unown1776	1468	1464	1221	1309	1599	1466	1416.7562364742614	0.11496951140431065	0.1614514562353759	0.712099562835157	0.47640312497764953	0.9999773224878018
unown1777	476	398	387	461	346	418	415.4037855952388	0.012892746977265853	0.23677737206816266	0.05445092520730543	0.9565759065545267	0.9999773224878018
CELSR2	600	424	668	582	474	577	552.8247447252222	0.008725381352038814	0.23093673522888214	0.03778256128628068	0.969861048521697	0.9999773224878018
ZMPSTE24	873	993	1000	715	867	1061	909.159507591519	-0.07393846343089339	0.1535614162973765	-0.4814911532706187	0.630167465808525	0.9999773224878018
DNAJA1	2587	3463	3032	2587	3597	3157	3044.3979498607014	0.08599429077001228	0.14808243123006504	0.5807190634006347	0.5614298114277669	0.9999773224878018
RLF	1027	1007	1003	873	810	1016	951.8230647405207	-0.12102218652027048	0.1585127835412577	-0.7634853405294648	0.44517400167444593	0.9999773224878018
unown1778	856	800	796	732	734	869	794.6819415677443	-0.024769747307829052	0.15800116350598437	-0.15676939813731744	0.8754265913424516	0.9999773224878018
RRAGC	156	274	286	193	262	243	232.53712949632413	0.020253502906393186	0.2616893098655756	0.07739522457679679	0.938309139625246	0.9999773224878018
unown1779	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CYP51A1	3673	4259	5774	3333	3938	5455	4343.671050923827	-0.056806020679591354	0.19118623994212516	-0.29712400168959524	0.7663718406734137	0.9999773224878018
PPIL1	2119	2014	2140	1795	1967	2053	2003.9022651465343	-0.06201681104569063	0.11855502982222897	-0.5231056931003574	0.6009007039331993	0.9999773224878018
UTP11	2243	2714	2719	1922	2739	2344	2422.4770051367605	-0.08603673378791828	0.13687168514040943	-0.6285941003769898	0.5296148236619798	0.9999773224878018
unown1780	69	31	43	60	36	47	48.14597104951131	0.05281237744108507	0.5113291176322513	0.10328451015196795	0.9177371689749557	0.9999773224878018
INKA2	60	38	304	49	62	215	116.61229542683532	-0.23792599554352611	0.7292695908298822	-0.3262524566159066	0.7442333559932028	0.9999773224878018
unown1781	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
RAP1A	2456	2836	3063	2494	3025	3194	2820.751008047767	0.10945008349026375	0.11181060851060878	0.9788881837619097	0.3276352312376354	0.9999773224878018
GABRA1	2686	2647	2687	2423	3153	2916	2735.5482860318534	0.12482659053192278	0.12075872545737375	1.0336858894389784	0.30128303179670335	0.9999773224878018
SMU1	30	117	197	52	120	219	118.41964266482175	0.23676376310334102	0.6151827775087317	0.38486734635541786	0.7003356997260262	0.9999773224878018
SLC25A44	208	140	226	192	120	242	187.400176703839	0.004835658711418452	0.33985023147800736	0.014228793343433051	0.9886474485439161	0.9999773224878018
unown1782	509	486	491	352	451	509	462.4809433537616	-0.14172858165528246	0.17474487983247916	-0.8110599966714441	0.417331217171188	0.9999773224878018
PMF1	66	59	122	69	66	112	81.15924086507724	0.05903454781506373	0.40443304881019226	0.14596865411651783	0.8839461337349822	0.9999773224878018
unown1783	0	3	0	0	0	0	0.48757956689655374	-2.3883841065597395	3.9948639484283284	-0.5978636913278073	0.5499308884892489	0.9999773224878018
unown1784	865	778	835	718	978	894	839.3588124371025	0.10350896083531838	0.15388082561314287	0.6726566511641964	0.5011657517258212	0.9999773224878018
ATP5PB	8649	10444	12158	8316	11108	10606	10101.0469480889	-0.006780049829772684	0.13060647178941528	-0.05191205104066029	0.9585987718824434	0.9999773224878018
B4GALT1	245	222	243	208	254	230	232.4430233925161	0.008696607532963032	0.2004189480293293	0.043392142402076526	0.9653889412582058	0.9999773224878018
ZDHHC13	648	826	1202	617	713	1059	830.2741972238508	-0.10941918893436266	0.24349406816845062	-0.4493710658227034	0.6531640001832775	0.9999773224878018
FHL3	270	252	274	253	224	262	255.09046904156844	-0.053266574517546544	0.2082808171666017	-0.2557440250243456	0.7981484982452193	0.9999773224878018
WDR77	1177	1070	1286	1041	1040	1132	1118.4364788230916	-0.08418809423657121	0.14150053316440292	-0.5949666220604057	0.5518657824629379	0.9999773224878018
SF3A3	2523	2296	2662	2248	2112	2355	2356.1107006082098	-0.10174224204507917	0.13988351673489904	-0.7273354603880634	0.46702048039615457	0.9999773224878018
SPINK4	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
XPA	1161	921	1021	996	909	913	986.3911520721036	-0.08661146339439783	0.18753717905779538	-0.46183622804577773	0.6441987688865924	0.9999773224878018
CCNG1	391	738	686	387	714	700	592.1686750042846	0.031157137961866237	0.2704622475999631	0.11519958233856845	0.9082869297192258	0.9999773224878018
ANKIB1	918	988	1075	847	1166	1128	1011.2078720467766	0.11929539670518594	0.1356136279154493	0.879671155022582	0.37903747984212677	0.9999773224878018
NCBP1	464	568	357	409	509	338	440.14236329460954	-0.09991582051544838	0.2625843426841678	-0.38050943744054655	0.70356729240419	0.9999773224878018
NUDCD2	1118	1231	1422	989	1139	1175	1168.248994069308	-0.1388513732243559	0.12261686428509372	-1.1324002944775662	0.2574661811239641	0.9999773224878018
unown1785	0	0	5	0	0	0	0.764417573909105	-3.0420535529475923	3.9629975820539767	-0.7676142843798887	0.4427163734618833	0.9999773224878018
unown1786	0	2	0	2	1	0	0.8596266150013465	0.7066435482639825	3.3506108439312547	0.21089991681483403	0.8329653690386416	0.9999773224878018
GATAD1	444	837	728	493	939	863	706.0290042962617	0.2325174523700643	0.2655732566553623	0.8755303726677761	0.3812853915994316	0.9999773224878018
HMMR	65	70	59	70	140	84	80.78303007607266	0.6319852548194136	0.3704101908814929	1.7061767477709804	0.08797517660080578	0.9999773224878018
GUCA1A	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
PEX1	314	660	559	346	525	557	485.6817250420025	-0.05422294679896017	0.2723080532346899	-0.19912355200243706	0.8421660982864854	0.9999773224878018
MAT2B	1937	2310	2702	1747	2083	2787	2233.3081516609755	-0.02369162854205238	0.17101598877021773	-0.1385345821312952	0.8898179405115271	0.9999773224878018
GUCA1B	0	0	0	2	0	0	0.3733447242237773	2.0357481047528867	4.027094763974217	0.5055128384274397	0.61319868351335	0.9999773224878018
unown1787	153	245	224	176	262	269	218.805313291012	0.23011912010292762	0.25180233121054235	0.9138879652012256	0.3607757180405283	0.9999773224878018
TSTD2	99	116	106	76	103	75	95.0816810012495	-0.2895734349990315	0.2971225804477841	-0.9745924882673827	0.3297624411984639	0.9999773224878018
unown1788	64	65	42	37	57	55	53.0193974003787	-0.1724718054631123	0.4147371347331555	-0.41585812076866896	0.6775138260953659	0.9999773224878018
unown1789	651	533	642	538	567	773	613.557956314294	0.0817540840506506	0.19327829203970573	0.42298637466154565	0.6723052021634983	0.9999773224878018
IRF6	2	4	15	4	13	12	8.05251732018411	0.5281847213043189	1.0881350531284772	0.48540364524214585	0.6273900471158335	0.9999773224878018
TMOD1	455	480	542	374	474	514	468.5132250050931	-0.07152666360964978	0.1582419229130821	-0.45200830660366403	0.6512629983428018	0.9999773224878018
unown1790	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
WWC1	1641	1848	1952	1274	1824	1775	1700.188279423429	-0.11665226568079044	0.13604935170406968	-0.8574261047162417	0.3912094374266589	0.9999773224878018
RBM48	216	267	281	190	247	299	247.05698376176906	-0.009548870214168496	0.21604017076364457	-0.044199512435191005	0.9647453706955914	0.9999773224878018
EFCAB1	235	212	291	224	364	306	269.28523395489447	0.3186643124154876	0.2275251800629183	1.4005672353599117	0.16134352447906333	0.9999773224878018
TDRD7	231	278	143	162	314	151	212.27675109252706	-0.029732294500169575	0.37474692741149945	-0.07933966185003927	0.9367624601201414	0.9999773224878018
TRAF3IP3	49	32	79	52	39	69	52.83637793245574	0.06433271843544294	0.47687056628290897	0.13490603736963883	0.8926861660614026	0.9999773224878018
unown1791	1451	1469	1513	1410	1583	1558	1490.230812201108	0.08667631528153513	0.11596914355833289	0.7474084279835751	0.4548170595565205	0.9999773224878018
unown1792	0	1	0	2	1	0	0.6971000927024953	1.6006243083806224	3.560550048024144	0.4495441116657964	0.6530391943578824	0.9999773224878018
CDK6	516	513	515	527	521	481	511.2352722764526	0.04059954190528522	0.17295308713094476	0.23474308888483061	0.8144081419218896	0.9999773224878018
unown1793	703	401	748	762	481	496	601.0362036808398	-0.01447335180563495	0.3138427689377304	-0.04611656930832971	0.9632173396602641	0.9999773224878018
HSD11B1	1	1	1	0	1	0	0.6507856265288353	-1.4313147900051355	3.0979316994491533	-0.46202270704019693	0.6440650368819487	0.9999773224878018
DGKQ	316	306	302	200	323	307	289.41966258208686	-0.12213531572356771	0.21602722683966702	-0.565370011504222	0.5718221175866377	0.9999773224878018
unown1794	0	9	0	0	0	5	2.261988939830901	-0.8651170413532163	3.1044027098373435	-0.27867423211937103	0.7804948392055006	0.9999773224878018
unown1795	160	185	173	102	158	218	163.74178266385957	-0.08611467648390522	0.29274351670095555	-0.2941642481253425	0.7686323984791034	0.9999773224878018
unown1796	0	1	7	0	3	8	2.9951980469371824	0.5129769346851817	2.0629268295894203	0.24866462897633568	0.8036202115224191	0.9999773224878018
RARS	1979	2186	2214	1898	2066	2338	2099.535835718612	0.031267191896110234	0.1137363357639079	0.27490943581138555	0.7833858176319133	0.9999773224878018
unown1797	18	197	0	30	129	0	61.551058292262496	-0.41304627808069505	2.856376885206811	-0.14460496449885996	0.8850227773342588	0.9999773224878018
MTF1	442	570	538	414	471	515	487.4082282841387	-0.09673360289500829	0.16167729574697282	-0.5983128456477754	0.5496312069487295	0.9999773224878018
VPS50	1200	1678	1505	1182	1681	1730	1479.9982912735459	0.11029365679586965	0.1668642143902942	0.660978491996454	0.50862610682987	0.9999773224878018
PCDH18	167	272	330	187	274	221	238.15257620734343	-0.11383562455264497	0.27265940337134936	-0.4175011869941128	0.6763118562685716	0.9999773224878018
unown1798	0	5	0	0	0	4	1.4520328028072482	-0.33905079180852565	3.4596729313678547	-0.09800082219751183	0.9219316404927327	0.9999773224878018
SLC7A11	8	20	10	19	38	17	18.563461387982642	1.005662246668678	0.713212448359083	1.4100458411549688	0.15852614750514338	0.9999773224878018
ACO1	726	904	770	734	912	914	821.2359833741302	0.1377999375797082	0.15117496748618237	0.91152615986045	0.3620182085230912	0.9999773224878018
CAMK1G	84	70	85	121	62	61	81.33467894812466	0.11475748431136694	0.4319338902908237	0.2656829827224255	0.7904833703220246	0.9999773224878018
unown1799	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
YRDC	2140	1731	2347	1745	1757	1904	1926.2018955746553	-0.14921322661452766	0.15634859182860436	-0.9543624593568532	0.33990020193150006	0.9999773224878018
unown1800	19	31	17	25	23	35	24.915954253575805	0.3529719486723724	0.5664180613350089	0.6231650661711625	0.5331760555801444	0.9999773224878018
unown1801	348	408	364	385	360	289	358.67139499607407	-0.05312489373802887	0.22347835663304427	-0.2377182942384929	0.8120995936058999	0.9999773224878018
PANK3	214	326	282	246	323	264	273.56293151959346	0.07171804592909102	0.22387617896490755	0.3203469268623384	0.7487053534139816	0.9999773224878018
PLXNA2	2034	2587	2237	1709	2372	1946	2129.1970946234087	-0.1411190732143833	0.15258711941831202	-0.924842632539058	0.35504777088806716	0.9999773224878018
SLIT3	273	302	284	264	254	360	287.82363658992915	0.07791838402299352	0.212027955913721	0.3674910871408876	0.7132527389148227	0.9999773224878018
unown1802	303	390	450	345	417	389	378.7654509494597	0.06667538047141723	0.18396166286396207	0.3624417143952599	0.7170219718544217	0.9999773224878018
unown1803	272	342	422	256	305	483	341.6393239196588	0.056873621833343116	0.25891774928123595	0.21965903068146594	0.8261367141271068	0.9999773224878018
TFPI2	183	234	370	143	250	201	225.5981796457478	-0.351365494438764	0.2978922695049858	-1.1795052453782566	0.23819704924857613	0.9999773224878018
DDX58	389	503	612	428	530	647	511.8286752982581	0.14492283439263812	0.2002373187798736	0.7237553682585801	0.46921593438745796	0.9999773224878018
GNG11	1133	2028	1194	936	1895	1093	1364.4250607183947	-0.11509905996651532	0.2908851988895322	-0.39568551581830685	0.692337041981743	0.9999773224878018
unown1804	124	38	173	115	59	228	121.64468654219999	0.31443356759551966	0.5856580743933703	0.5368893238963924	0.5913440659557792	0.9999773224878018
unown1805	548	597	653	464	488	506	538.4734614327544	-0.24840842550676537	0.144826037494503	-1.7152193749428095	0.0863050139273882	0.9999773224878018
