id	Mal4_E2_MSt	Mal5_E2_MSt	Mal6_E2_MSt	Mal4_E2_AreaX	Mal5_E2_AreaX	Mal6_E2_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
unown482	385	416	446	338	607	545	452.1970868708988	0.05377882737012909	0.27971057706335295	0.19226597697786907	0.8475338676132058	0.999646313058517
LEAP2	8	7	1	2	12	2	5.538011922435656	-0.19830605152446826	1.3812543439290461	-0.14356954053833193	0.8858403945543376	NA
UQCRQ	10771	7682	7542	12575	10655	9833	9745.767828274447	0.16973457744523174	0.2283031246157533	0.7434614735602255	0.45720233826276546	0.999646313058517
unown483	4	3	0	2	0	1	1.7593570481655576	-1.472829420289317	2.347157305486406	-0.6274949773696994	0.5303348274838654	NA
unown484	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown485	7	1	4	6	14	3	5.676178136696649	0.8718142969916574	1.2653120072583908	0.6890113205205862	0.4908161436229672	NA
unown486	10	11	12	19	21	18	14.908497035404991	0.6264071627086361	0.7102031897804798	0.882011193025274	0.3777707543995811	0.999646313058517
FABP6	0	1	0	2	0	0	0.5402107519607431	0.7713118928990017	4.032403804353601	0.1912784359706862	0.8483074547689701	NA
DSCAML1	613	638	585	580	485	727	603.2988160923097	-0.25632064092800544	0.23395389427646723	-1.0956032243904734	0.2732524500353102	0.999646313058517
PWWP2A	743	665	743	674	681	1003	740.7654970444954	-0.07610084295855032	0.20326708017116837	-0.3743884297175266	0.7081153498349928	0.999646313058517
TTC1	1756	1173	1525	1816	1547	1763	1570.9153696461856	0.030643042526100357	0.17986187072204082	0.1703698644025349	0.8647192703692196	0.999646313058517
MEX3D	62	88	56	78	62	78	71.45497909945925	-0.15768402164805853	0.42719348291955733	-0.36911616855763507	0.712041137838836	0.999646313058517
MBD3	382	215	379	403	247	477	340.0266646787609	0.03623047170073393	0.2759998542267726	0.13126989433467423	0.8955618065180765	0.999646313058517
unown487	8	2	0	5	11	3	4.770062922418711	0.8022257607809026	1.5142903852673548	0.5297700946831714	0.5962713420048811	NA
unown488	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
UQCR11	15501	11843	13128	17964	17998	17426	15420.720585470202	0.21891393943389797	0.17859418563353494	1.225761850293922	0.22028830736470553	0.999646313058517
IDUA	575	352	821	599	924	972	681.9151797796601	0.36411411939647775	0.27117073548508713	1.342748577736929	0.17935339920968474	0.999646313058517
ADRA1B	2	5	4	4	4	8	4.442036781179723	0.2768099267149396	1.261613827673711	0.21940939504868082	0.8263311521366851	NA
MYL3	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
TCF3	176	224	246	188	172	279	212.82156484467333	-0.23906854172791106	0.29476439509071006	-0.8110495898066002	0.41733719327833996	0.999646313058517
IL12B	13	16	14	28	13	34	19.146796194319666	0.5688382932665654	0.6852023791691747	0.8301755956485386	0.40643951104920595	0.999646313058517
unown489	56	37	39	33	14	44	36.942024504461614	-0.7475495459647155	0.5485342090523349	-1.3628129907452915	0.17294145590018495	0.999646313058517
unown490	13	38	0	3	26	7	16.00641789768091	-0.8357455457746531	1.3037384299981591	-0.6410377469473176	0.521498158754691	0.999646313058517
unown491	0	0	3	0	0	0	0.47065722792063885	-2.480025210709489	4.0049425635655576	-0.6192411429994514	0.5357575115450397	NA
ALS2CL	95	107	139	129	152	144	126.1607166726578	0.1311159662304583	0.31145072004577345	0.42098463028497213	0.673766305144138	0.999646313058517
unown492	203	178	273	229	276	266	233.5587916911549	0.06542396223382813	0.2490766605734054	0.2626659683135868	0.7928080492961214	0.999646313058517
unown493	0	0	0	1	0	0	0.16277775484184118	0.7727616929896328	4.080472856796901	0.18938042724691398	0.8497946636854632	NA
unown494	41	40	58	23	137	40	56.16902849942832	0.3829264653985892	0.6515855871284618	0.5876840632496898	0.5567443745195214	0.999646313058517
CENPA	0	2	3	19	3	3	4.901040298354363	2.163189874869279	1.5651165849474196	1.3821269902024274	0.16693271252397054	NA
unown495	0	0	0	1	2	2	0.7683079174315877	2.981225513245898	3.405311509162646	0.8754633769111393	0.38132182881077215	NA
unown496	3	4	0	6	5	2	3.4227808181630732	0.6463596110732045	1.634109657131354	0.39554237272416315	0.6924426567527516	NA
unown497	19	0	0	16	6	1	6.824111413037123	0.2564604709382032	1.7830550905328337	0.14383205112387448	0.885633092880832	NA
unown498	218	163	240	216	235	275	219.99154902176775	0.047988868369048004	0.22995957144860785	0.2086839354706865	0.834694981678357	0.999646313058517
NR4A1	209	326	58	81	49	68	143.76717102565783	-1.8815546084405645	0.5729034522552892	-3.2842437954137735	0.0010225642438099409	0.052722925475486355
unown499	21	12	10	28	48	15	22.091028141490717	0.9386739688881763	0.7288480972524983	1.2878869718212176	0.19778531123908585	0.999646313058517
IL10RA	2	0	0	3	0	4	1.3673795192122329	1.652097189971842	2.866596900869072	0.576326999262077	0.5643941768044207	NA
unown500	748	688	671	736	654	672	695.0887443765881	-0.2258942193577011	0.21901515894905582	-1.031409060640617	0.3023490337034394	0.999646313058517
unown501	2	0	2	0	0	0	0.639528198411292	-2.916339948361652	3.9795901633283752	-0.7328241926104617	0.46366566384861585	NA
unown502	977	1531	349	1119	1630	391	1046.7964091537838	-0.10534364643798648	0.8938443696298992	-0.11785457291810715	0.9061828878716347	0.999646313058517
ATG101	1713	1029	1244	1908	1275	1431	1413.2404599539816	0.04696457750322872	0.2448167932214273	0.1918356044340107	0.8478709805848068	0.999646313058517
unown503	74	40	218	7	13	2	58.39414407393857	-3.9697693239618337	0.7226949188171956	-5.493008488919485	3.951437911013141e-8	1.2224055423284225e-5
unown504	209	93	320	176	135	252	189.91384161629065	-0.2844187674246279	0.373093921024497	-0.7623248501171725	0.44586614599919117	0.999646313058517
unown505	35	32	0	14	29	0	19.61743698171334	-0.8349103684350806	2.389214875519345	-0.34944967779576364	0.7267517435952668	0.999646313058517
unown506	24	49	43	30	85	45	46.25874350243656	0.24975755443516515	0.5884523584587446	0.4244312234372245	0.6712513537017284	0.999646313058517
unown507	87	49	90	45	61	55	63.77197534492417	-0.6413096074899554	0.38894108074175543	-1.648860558177357	0.09917620509430768	0.8562102543457405
unown508	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
SNAP47	192	110	381	182	170	332	218.16203069131615	-0.14925253652281223	0.3865949433718307	-0.38606955181837366	0.6994451591490605	0.999646313058517
unown509	141	153	149	97	80	129	125.97252160481561	-0.7540692791125263	0.31711150233810653	-2.377931022850544	0.017410082324419037	0.3567968448598999
WNT9A	1	8	5	1	3	3	3.7356220067094443	-1.2945000524981756	1.499254179900657	-0.8634293436380156	0.38790145168449464	NA
unown510	2	0	2	1	0	0	0.8023059532531333	-1.9586594579322032	3.4245986115957945	-0.5719384021532109	0.5673637063592294	NA
unown511	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
CHRNB3	0	2	0	0	15	4	3.4492404646986516	2.9041268481597293	2.261599731620812	1.2841029327848568	0.19910594203222284	NA
unown512	10	4	40	10	13	11	14.049913074844934	-0.7423047868242888	0.9205904701186317	-0.8063355106518014	0.42004942036982107	0.999646313058517
WNT3A	16	9	8	15	7	17	11.737282572243519	0.040862545569507434	0.8322316614167995	0.04909996514665475	0.9608396311844664	NA
SCN4B	22	19	8	35	14	7	17.88453524869533	0.010071804840779254	0.860659691426324	0.011702424246321801	0.9906630294816496	0.999646313058517
unown513	63	22	28	76	35	58	45.525854664890176	0.4281583355054291	0.5478663619984723	0.7815014120297881	0.4345076465551665	0.999646313058517
PPARGC1B	328	405	440	261	261	422	353.16578511667046	-0.5396691281667493	0.27191178254709686	-1.9847213795278442	0.04717547881560799	0.6113277427024814
ARF1	2382	1434	3022	2391	2245	3439	2403.9667245111423	0.07673441671587217	0.21866976317521306	0.350914619386071	0.7256524034060152	0.999646313058517
unown514	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
MPZL2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown515	564	636	736	677	483	765	639.2950207473488	-0.21765860116159838	0.23955689011492654	-0.9085883568499218	0.36356745474702135	0.999646313058517
GUK1	874	962	1297	1024	1295	1469	1135.1681312056626	0.07802385275094187	0.22152711277466597	0.3522090446342184	0.7246814943759031	0.999646313058517
THAP1	26	40	77	41	32	53	44.1683897881997	-0.36896968033218575	0.526557770947619	-0.7007202261361938	0.4834776309599808	0.999646313058517
unown516	40	62	38	44	54	65	50.81849934636592	-0.032077357919437575	0.4819009673964638	-0.06656421150748028	0.9469286376082088	0.999646313058517
unown517	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown518	16	8	54	46	13	50	29.336776784784508	0.36251154405890035	0.7658069872655342	0.4733719463089776	0.6359478408632107	0.999646313058517
unown519	50	42	125	54	42	111	67.82053260161722	-0.24445408822652617	0.5088527812027626	-0.48040238209706976	0.6309413008206739	0.999646313058517
RNF170	389	350	599	315	447	621	443.14265451407977	-0.14159802775968522	0.27264546664709854	-0.5193485499722762	0.6035177028904752	0.999646313058517
unown520	1350	849	1696	1310	1174	1743	1315.5968031436723	-0.04615472178087588	0.21091487703929288	-0.21883103946374244	0.8267816668234966	0.999646313058517
unown521	473	317	799	410	317	605	472.99114007445866	-0.4175571428540308	0.3006830370123252	-1.3886953750467634	0.16492540116989765	0.999646313058517
ZW10	285	150	185	226	187	295	215.9861407695521	0.009224351940374072	0.2887444803486696	0.03194641826307927	0.9745147810924243	0.999646313058517
HOOK3	3320	2663	2965	3046	4660	3524	3327.1213711897803	0.14934402229402285	0.22806111063414167	0.6548421248969637	0.5125694057406291	0.999646313058517
GJC2	211	153	178	286	115	276	198.77757377495425	0.12449432878177114	0.35589906602096366	0.34980234754096823	0.7264870371332702	0.999646313058517
unown522	2	1	7	0	5	1	2.5991480188079406	-0.7929001743993269	1.8935830050948494	-0.418730085909073	0.6754134053227814	NA
IBA57	234	136	249	226	136	223	196.3690694826031	-0.24294575805961932	0.29547295930505074	-0.8222267060614452	0.41094788202360966	0.999646313058517
unown523	16	14	5	17	9	11	12.164408144869924	-0.14078162173645828	0.8729235410580924	-0.16127600541716788	0.8718760207636427	NA
unown524	0	0	14	2	0	7	3.490212604369389	-0.7653360770001965	2.270020528651678	-0.3371494078314712	0.7360042734200711	NA
unown525	0	4	0	6	0	3	2.2502546543261723	0.7372074122100122	2.4967479736417917	0.2952670513775209	0.7677898842323783	NA
REXO1	1177	946	1081	1253	1140	1280	1132.8430261131214	0.010822924192542226	0.17764531972368702	0.06092434188176988	0.951419463433205	0.999646313058517
unown526	2	49	5	4	57	10	23.03586083780189	-0.01883371923953083	1.213982123398851	-0.01551400047539502	0.9876221150732963	0.999646313058517
unown527	1	0	0	2	6	0	1.4750900416845902	2.785485016069699	2.852982243554861	0.9763415185504065	0.3288952517240656	NA
unown528	4	2	10	2	9	8	5.561800193166564	0.12241175415839536	1.223557375214106	0.10004578178197403	0.9203079791391895	NA
IL17B	0	0	1	0	0	2	0.4335305134181345	0.5677198865150914	4.051092869176887	0.14013993380271297	0.8885494292868112	NA
PCYOX1L	1598	842	1241	1347	808	1402	1181.7738527846118	-0.21955674225707203	0.2511628545503221	-0.874160881194645	0.38203064623743466	0.999646313058517
unown529	265	171	189	265	245	230	224.75893044771485	0.07276019930398313	0.2721643563575159	0.26733919267666745	0.7892080131259787	0.999646313058517
unown530	0	0	0	0	3	0	0.49332808771773745	2.334211638067542	3.990053000028918	0.5850076773543171	0.5585425545327123	NA
CYP8B1	0	0	2	3	0	2	1.078749520583871	1.2495683697024447	3.106954033984057	0.4021843760913705	0.6875483397542462	NA
DRD2	1949	1463	2945	1720	1099	3368	2020.0891035913805	-0.23888823414704122	0.3234846727770161	-0.7384839352549827	0.4602204257852447	0.999646313058517
unown531	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ABHD17A	1306	884	1190	1086	831	1296	1081.8627351093767	-0.2578463613284782	0.19462532947360578	-1.3248345527576675	0.1852260318150156	0.999646313058517
HIGD1A	4186	2676	3940	5373	4658	5021	4209.451706251682	0.31687010285566886	0.17472550053975908	1.813530949270708	0.0697499696005406	0.7458941193578799
unown532	11	34	49	27	14	11	24.996084911701317	-1.0311045377739503	0.7505225479494347	-1.3738488478342417	0.16948861262826115	0.999646313058517
GRPEL2	60	69	99	30	48	79	63.81965212689119	-0.7540857252385607	0.45168142842573483	-1.6695079270068924	0.09501676072006224	0.8432413175898669
unown533	45	23	51	83	56	73	53.0846482484658	0.687361077672377	0.43479052926740347	1.580901678862555	0.11390052040800108	0.8974587396368454
unown534	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown535	3	0	1	3	0	1	1.2721764622509966	-0.06764885741767199	2.609729431030075	-0.025921789674177298	0.9793197202382308	NA
HHATL	165	206	218	280	324	439	264.87573265292235	0.6037198607477042	0.27669897146828876	2.1818652145474053	0.029119481787879667	0.4734060780252241
SC5D	935	611	654	1176	407	885	766.8190201036052	-0.019770346461325156	0.34537243983820837	-0.05724355559634893	0.9543511826729596	0.999646313058517
unown536	518	266	495	383	209	506	385.83125630907296	-0.39472286601752105	0.3104468846851495	-1.271466667857991	0.20356267824706065	0.999646313058517
AFAP1L1	8	5	25	53	13	39	22.45799571347801	1.3455454045782924	0.7983662697742917	1.6853735628869881	0.0919165209639293	0.8279979400711169
unown537	4	10	21	6	3	7	8.530917758968322	-1.3177017762594219	1.039579836303994	-1.2675330265583367	0.2049647621709212	NA
KCMF1	2020	1357	2291	1963	2033	2361	1960.1505658554647	5.746052289837526e-4	0.16777356107419863	0.003424885454565936	0.997267342115558	0.9997775195742333
KLHL40	11	2	16	7	0	15	7.945424353744593	-0.5590046334158114	1.3185666510120162	-0.42394871202511336	0.6716032176701582	NA
unown538	397	295	273	357	294	231	309.2260938687135	-0.3037589266792571	0.3030296845588823	-1.0024065039088046	0.31614730218845427	0.999646313058517
unown539	0	5	0	1	2	1	1.7032617434279305	-0.7377802771632137	2.455900601036916	-0.3004112938657666	0.7638634500471603	NA
SCAMP4	241	228	314	231	199	240	240.98033270755857	-0.4085414727436905	0.2403522063715293	-1.6997616910251252	0.08917576007628991	0.8225059351446313
ABLIM3	1087	854	1081	1145	552	1447	1007.2632273771039	-0.15051618692329535	0.29016708362884314	-0.5187224720355351	0.6039542885367886	0.999646313058517
unown540	16	93	50	28	73	87	59.00941983436697	-0.0806875787435435	0.6821657059097914	-0.1182814938431008	0.9058446202310064	0.999646313058517
unown541	3	1	2	7	1	1	2.4592711624415475	0.48497309427344315	1.747396560698008	0.277540373594256	0.7813652092685971	NA
unown542	7	3	1	0	1	3	2.5204098175022214	-1.7178610838622583	1.8829493258556582	-0.9123246495662438	0.36159784210849777	NA
ZBTB47	154	73	102	155	84	129	113.64277151836181	0.0011255547264035187	0.37349820303481385	0.0030135479026618113	0.9975955402945653	0.9997775195742333
FNTA	1426	1187	1527	1729	1528	1731	1498.7720646308526	0.08777916905143698	0.16769556294053414	0.5234435992952539	0.600665590335151	0.999646313058517
BTBD2	482	303	607	323	242	589	412.6217842743408	-0.457542574052468	0.30611418454283135	-1.4946794273378368	0.13499812588565513	0.949391828531408
NCAM1	16057	11619	15495	13827	11135	16900	13959.807361782337	-0.2321590728007401	0.16813284940756798	-1.3808073414491848	0.16733820561379567	0.999646313058517
NKTR	1286	1044	1254	1638	1399	1696	1361.5764203742103	0.21472777189710773	0.1712591951841248	1.2538174762893686	0.2099083555271759	0.999646313058517
SH3TC2	19	15	15	29	23	27	20.905244850253656	0.5008312433673222	0.606450718100332	0.8258399708654711	0.40889487667604274	0.999646313058517
MKNK2	88	74	99	83	70	85	82.52841695099005	-0.3145158968988935	0.32929041180499435	-0.9551322650874805	0.33951081420732593	0.999646313058517
FUT10	96	150	193	148	181	248	166.27274415342671	0.17762870513839898	0.34942729449341686	0.5083423874941329	0.6112132486683066	0.999646313058517
NRG1	1462	901	1055	1018	717	965	1014.1412583696003	-0.5175670251673997	0.22690777113362506	-2.2809576885870806	0.022550950737677832	0.41094600692096506
MOB3A	305	170	225	366	217	253	251.72486882070928	0.0993007069746239	0.30798762936438745	0.3224178424943779	0.747136168985127	0.999646313058517
unown543	42	61	72	54	78	93	65.71114510803818	0.1481828268214081	0.42362876698662	0.34979406114336975	0.7264932563538011	0.999646313058517
unown544	136	90	195	148	144	181	144.87035579512167	0.011500889487411096	0.2996356931797359	0.03838290880957333	0.9693823877344117	0.999646313058517
AP3D1	3847	3306	3924	3397	3416	4163	3642.3912955819546	-0.20713731680523198	0.15520284156310726	-1.334623224156676	0.18199969302385643	0.999646313058517
unown545	29	20	22	31	15	17	22.332294914321555	-0.34017848331546396	0.635669308173353	-0.5351500834498275	0.5925460799627811	0.999646313058517
unown546	86	15	37	58	20	52	42.954867515642036	-0.21430752267906594	0.6520299796683249	-0.32867740650219807	0.7423995333822946	0.999646313058517
unown547	0	0	0	7	0	3	1.5544114400597706	3.9969754620891935	3.1031380366296153	1.2880430760438857	0.19773096879531818	NA
unown548	22	42	50	54	46	53	44.12858035083305	0.21773821416033548	0.5032491331318713	0.4326648568777155	0.6652582643265424	0.999646313058517
LPL	157	118	380	104	182	496	225.98316308409917	0.06310501208002386	0.5003561975427923	0.12612017676592663	0.8996367962492746	0.999646313058517
unown549	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown550	8	4	27	8	0	0	7.699784911652186	-2.3157825899070836	1.5422374515499933	-1.5015733067431705	0.13320734140544954	NA
unown551	0	0	0	0	14	32	6.728514075129519	6.1137612637929255	2.082984297372719	2.9350971447572842	0.003334432779071144	NA
UBTD2	37	13	44	9	17	21	22.885285735837442	-1.1381855837431618	0.6666121013280764	-1.7074181243868514	0.08774436397372437	0.8154458661959872
STK10	41	27	72	35	30	95	47.54060653935181	2.8621649772645673e-4	0.5546982642555041	5.159859263497176e-4	0.9995883028140424	0.9998961289139159
RBM4	1545	1036	1057	1548	658	1260	1174.3275858546854	-0.259521806834608	0.3072842298109538	-0.8445659804743966	0.39835320989972706	0.999646313058517
unown552	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown553	25	14	27	5	20	14	17.352303445073332	-0.9102666535104987	0.7514515096777431	-1.2113445003269245	0.22576340038884518	0.999646313058517
unown554	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
PTS	404	308	272	533	456	415	393.73979527212373	0.32860882871276226	0.27393060101992595	1.1996061319518625	0.23029234395943396	0.999646313058517
PSD3	595	432	574	518	648	711	568.9210630622613	0.04837724550470487	0.19590929067931925	0.24693696422949535	0.8049570086539711	0.999646313058517
unown555	77	39	43	72	60	61	57.68350044956679	0.11581773997869556	0.43232856440122874	0.26789287018104413	0.7887817819521965	0.999646313058517
unown556	33	21	67	72	68	86	55.191917425037076	0.7621972659417592	0.46548259191725244	1.637434523173861	0.10153970964835626	0.8660836479477831
DOT1L	245	325	322	397	358	417	341.35904874244864	0.18028879440091058	0.26611154710349727	0.6774933157289559	0.49809300966045233	0.999646313058517
unown557	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown558	29	21	22	10	11	16	18.33252413590734	-1.1613721307279388	0.652884375179092	-1.778832783996958	0.07526718060761071	0.7670168452036754
unown559	9	28	90	23	41	77	42.7328313989205	-0.031220195484680458	0.7440933775663356	-0.04195736237673636	0.9665326880578818	0.999646313058517
IL18	16	6	11	65	4	229	48.533879430166984	2.9287205221730774	0.9228968535789774	3.1733996175364036	0.001506649918797292	0.07177599531777633
NEURL1B	84	50	99	38	36	56	59.79777790511511	-1.0097233074603358	0.4003067077788073	-2.522374189188622	0.011656563880099656	0.2786030762161733
DUSP1	240	214	182	264	232	272	232.3279541377288	0.06689415183114034	0.2707985884012843	0.24702548202360972	0.8048885032672801	0.999646313058517
ERGIC1	274	152	262	291	182	273	233.41923962181585	-0.042761517040639206	0.28084943622540115	-0.15225779910884393	0.8789836082129735	0.999646313058517
unown560	6904	3692	6289	8475	4442	8589	6201.720659283409	0.1836582996045432	0.25891672556051215	0.709333470856134	0.47811756239806485	0.999646313058517
PLEKHJ1	69	58	80	106	62	100	77.52159776459925	0.1886779808044123	0.37012443403457007	0.5097690491484536	0.6102132717381004	0.999646313058517
unown561	383	274	276	381	256	329	314.12213145679743	-0.1362419702427768	0.26883743618578987	-0.5067819875674675	0.6123077961691115	0.999646313058517
unown562	203	171	178	219	206	259	203.04503648484024	0.11139661377866683	0.24860367923717586	0.4480891599049542	0.6540888510351319	0.999646313058517
unown563	35	19	51	50	55	47	41.464753087903574	0.4036914342006329	0.4857014369975288	0.8311514100022868	0.405888100260408	0.999646313058517
SF3A2	86	106	51	100	26	59	73.47647353633307	-0.6368577200684765	0.56485984618587	-1.1274614833551386	0.25954741652564045	0.999646313058517
ADCYAP1R1	914	692	1035	927	902	1051	904.3881066784699	-0.0488422632084896	0.16765673015859728	-0.29132300959398744	0.7708042911444006	0.999646313058517
unown564	267	181	494	264	249	616	328.9688248778019	0.08105808024915101	0.3736477395107657	0.21693716213908884	0.8282573159613902	0.999646313058517
DLAT	1878	1806	2004	2135	1419	2147	1885.8048029411611	-0.19898035414138882	0.21436492563002074	-0.9282318623561363	0.35328730999269004	0.999646313058517
RPL26	6630	4973	4363	7570	5979	5260	5774.862749132015	0.05556764265642991	0.2578393211890917	0.2155126782065884	0.829367628513543	0.999646313058517
unown565	150	65	245	225	155	297	180.01671234502814	0.4220530511979363	0.39225918265592	1.0759545470428176	0.28194758488353255	0.999646313058517
AMH	86	110	84	48	50	76	77.34598601414683	-0.9285360334361084	0.40099777345094756	-2.3155640627258807	0.020582082934045436	0.394723732206385
OAZ1	120435	83290	108084	143862	105175	136154	113997.66857894897	0.12902408020878306	0.1813590851206055	0.7114288215723014	0.47681854411029284	0.999646313058517
ATP6V0E1	2893	1812	3108	3381	2853	3678	2876.019606676045	0.18097001383282954	0.17662600558578287	1.0245943864984077	0.3055546143233418	0.999646313058517
CREBRF	223	162	364	240	357	446	287.66692056794204	0.3133939534690517	0.30469980539935043	1.0285334874379273	0.30369894689099675	0.999646313058517
DIXDC1	506	274	540	500	208	520	413.47088440334875	-0.2694867238248445	0.33449626306335717	-0.8056494304505902	0.42044501548091623	0.999646313058517
unown566	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown567	0	0	0	0	4	0	0.6577707836236499	2.751005941003632	3.9693252007910953	0.6930664034419126	0.48826788031482565	NA
BNIP1	1118	772	1138	1299	1097	1383	1109.4896247438778	0.14742065025251788	0.17210952589202805	0.8565513703465862	0.39169287106532613	0.999646313058517
NOL9	2197	1403	1631	2235	1553	1762	1777.797532403906	-0.08451962182118553	0.23071482756268327	-0.3663380577402302	0.7141128344469065	0.999646313058517
unown568	155	221	152	157	293	126	187.6980246617954	-0.0809281412934337	0.42860804132610286	-0.18881619916192893	0.8502368751190736	0.999646313058517
unown569	0	0	3	0	4	0	1.1284280115442888	0.45601304374960283	3.583950247488351	0.12723754858739428	0.8987523874062721	NA
unown570	9	18	6	23	27	27	18.189559582241195	0.9511657930957783	0.753538098740535	1.2622663601025066	0.20685295714961335	0.999646313058517
NKX2-5	0	0	1	0	0	0	0.15688574264021296	-1.150791658652856	4.080472856796901	-0.2820240935400332	0.7779250358823964	NA
unown571	15	23	12	21	12	20	17.42096774286528	-0.16909261074498994	0.723867372321862	-0.23359612162461746	0.8152985389537044	0.999646313058517
unown572	1	2	20	1	15	35	11.20060537596797	0.993042105162418	1.3102439809119488	0.7579062522929861	0.44850710706158253	NA
unown573	3	1	4	0	2	0	1.6597186743460368	-2.0531877033364436	2.372080280999701	-0.8655641715764942	0.38672921065101085	NA
CRYAB	759	337	781	874	432	988	668.4607734099561	0.13518008898182787	0.3191583210335584	0.4235518238849682	0.67189269615482194	0.999646313058517
unown574	18	4	2	8	4	6	6.8941300072586085	-0.563032405618492	1.179605693957848	-0.4773056017807009	0.6331445225922459	NA
STC2	87	174	202	278	509	841	328.49402336498156	1.5624542275804028	0.4128242234816483	3.784792991077618	1.538365752692511e-4	0.01175763895572576
LINGO3	707	789	1191	666	485	1185	823.445622657808	-0.4201946022160628	0.30206586674861685	-1.3910694602437628	0.16420436466942315	0.9993427784552846
unown575	384	210	321	384	331	457	338.13373351369654	0.18809063955969946	0.23302835418347642	0.807157739317873	0.4195756100284205	0.999646313058517
unown576	1	0	1	0	0	0	0.319764099205646	-1.9256179982899182	4.0500082342984545	-0.4754602674588081	0.6344589467315347	NA
FDXACB1	81	175	127	101	240	142	146.23088257727014	0.09939494795689098	0.4656978009731542	0.21343228967194702	0.8309897971587453	0.999646313058517
unown577	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown578	147	118	89	141	138	105	123.40387403234719	-0.07053860528817452	0.3660265196771519	-0.19271446601845138	0.8471825935793538	0.999646313058517
unown579	48	15	43	73	28	72	44.230460019650984	0.5651402222109942	0.5613004174068701	1.006840908513597	0.31401123234895906	0.999646313058517
RIF1	227	213	173	324	253	247	238.3458108461498	0.22853925627682403	0.3006758703572173	0.7600851242412917	0.4472037039475647	0.999646313058517
CPEB4	431	388	492	409	580	549	468.56644599646773	0.04493813389248846	0.22610454806086586	0.1987493585506799	0.8424588116063387	0.999646313058517
unown580	0	1	2	0	0	0	0.5284267275574867	-2.628289837726185	3.995476652385553	-0.657816342427362	0.5106561518590813	NA
ZAP70	0	3	0	2	0	2	1.246166007292786	-0.05367809521705288	2.986355472986393	-0.01797444935896198	0.9856592365760001	NA
unown581	0	8	12	0	7	9	5.9958711897410755	-0.5794699181763792	1.6458542985611795	-0.35207850335412855	0.724779389380946	NA
unown582	738	467	627	638	555	708	611.8657385963509	-0.12194886585381208	0.19520948396593188	-0.6247076903040976	0.5321629248863966	0.999646313058517
UBR4	2247	1812	1625	2428	1714	1967	1959.0415995977185	-0.08925768572947584	0.24045662901473638	-0.3712007695325617	0.7104879999902505	0.999646313058517
unown583	18	34	43	17	83	55	40.99987237802189	0.5041351258101942	0.6583403998539071	0.7657666549433503	0.4438151583063616	0.999646313058517
unown584	0	0	1	0	0	2	0.4335305134181345	0.5677198865150914	4.051092869176887	0.14013993380271297	0.8885494292868112	NA
NSG2	24011	16718	21747	13322	16084	14685	17755.95860546782	-0.6727929648809493	0.17508359955515512	-3.8426955271102075	1.2169039731791203e-4	0.00970014314326154
unown585	2	0	0	6	2	7	2.5995653317164638	2.7567556539989355	2.040655019024661	1.3509170478587496	0.17672200655322337	NA
ADAMTS10	10	27	16	13	26	35	21.167551384489663	0.1943794887796382	0.7335755139342172	0.2649754320958279	0.7910283878839158	0.999646313058517
unown586	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown587	482	669	722	371	317	706	545.5577168672297	-0.6723610600959358	0.3136716898592027	-2.143518467980765	0.032071489768959745	0.5071909735930468
unown588	31	154	106	31	188	156	112.27565443514486	0.07566753758915708	0.6716058923834719	0.11266657789528835	0.9102948994658429	0.999646313058517
unown589	36	2	5	13	3	17	12.038279486384784	-0.5173644116048677	1.1346635276699468	-0.4559628462433135	0.6484166955878713	NA
unown590	26	9	34	44	31	60	32.06013761042399	0.8263077035419455	0.5791735226092101	1.4267014483317222	0.15366596800671065	0.9802787193128566
SLC44A1	221	170	333	160	273	298	236.88782789017094	-0.15420473602611198	0.30744634372931984	-0.501566335626603	0.6159726047413807	0.999646313058517
MSX2	0	0	0	0	1	3	0.5794098520727948	2.580262441343606	3.9771131373681134	0.6487777320438802	0.5164820526556153	NA
unown591	0	0	0	0	0	7	0.9682566977227253	3.321696608572888	3.9489986370952854	0.8411490896376166	0.4002644171676112	NA
DRD1	1500	1138	2784	1730	2653	2971	2054.192903175171	0.28641607219293086	0.2821896683378466	1.0149771743238463	0.31011670823975174	0.999646313058517
unown592	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
SFXN1	4469	2609	4437	4210	3497	4944	3928.257271516546	-0.029450543433131533	0.18433899538507717	-0.159762959386919	0.8730678033521533	0.999646313058517
