id	Mal4_E2_MSt	Mal5_E2_MSt	Mal6_E2_MSt	Mal4_E2_AreaX	Mal5_E2_AreaX	Mal6_E2_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
unown4623	87	64	102	87	127	132	97.21514019886018	0.2783107441521654	0.33028405291471236	0.8426405746693202	0.3994294914713892	0.999646313058517
CPNE4	302	277	530	117	305	360	310.7942877006441	-0.688394502967623	0.3801265869015186	-1.8109612078935402	0.07014685671450849	0.7469713859703273
unown4624	3234	1500	1953	3280	1677	2055	2249.063262814306	-0.07875274021107219	0.3107815562237881	-0.25340223264202905	0.7999574025512853	0.999646313058517
MIS12	2	13	9	11	5	7	8.109272027007112	-0.32391454263338815	1.0901852862770094	-0.2971187987131606	0.7663758127893622	NA
unown4625	204	102	222	172	182	189	174.01992964392215	-0.1019327597157414	0.29030662148049696	-0.351121029192885	0.7254975520852927	0.999646313058517
BNIP3L	448	385	783	384	526	814	540.0512461176602	-0.09008233774222202	0.29615311521793275	-0.3041748781738539	0.7609946629307582	0.999646313058517
unown4626	182	169	131	415	448	340	274.72533618305954	1.12525037662174	0.30462224484734557	3.693920570986644	2.2082280430613327e-4	0.015764564265657085
unown4627	853	650	1089	1079	1182	1568	1036.2076836906215	0.38512745160961154	0.19314916567603235	1.9939379508145685	0.04615883589285314	0.6049927464282652
DHX33	242	303	316	328	230	419	303.20299849754986	-0.043385471899361185	0.2883545690089468	-0.15045876348855447	0.8804026822974559	0.999646313058517
CCDC14	204	168	285	192	359	347	252.28782658418072	0.27799336855866913	0.30391019758805565	0.9147220816047894	0.36033754900143444	0.999646313058517
unown4628	8	1	4	5	0	5	3.650725766515387	-0.5178395885230263	1.6264672499464785	-0.31838304062997064	0.7501944011143871	NA
unown4629	6	2	0	0	5	4	2.7820836450321256	-0.03022197087619589	2.015794219623201	-0.014992587329596114	0.988038094173135	NA
unown4630	271	218	165	231	176	209	212.27397937546544	-0.28968628129892254	0.311102771317446	-0.9311594367101593	0.35177109694038883	0.999646313058517
unown4631	8	10	10	15	9	14	10.876600682922483	0.23174676464085817	0.8252298394719932	0.2808269327598923	0.7788431451839715	NA
LIN9	114	59	191	109	132	205	129.00326892916473	0.14445063444362113	0.39199256505469376	0.36850350573222296	0.7124978315867299	0.999646313058517
unown4632	124	105	121	179	150	151	136.40919420898035	0.2759396429962046	0.2917098913550914	0.9459385888986189	0.34417990978046414	0.999646313058517
CCT3	4410	3637	3996	4343	3970	4575	4118.516301384605	-0.09326506643476166	0.16778593209386092	-0.5558574862080116	0.5783082832985655	0.999646313058517
unown4633	4	0	4	0	2	6	2.437876100968174	-0.1502981104300677	2.0648535092315106	-0.07278875220838552	0.9419742216512476	NA
unown4634	7	4	7	4	11	19	8.18507566027042	0.7164259763180767	1.0044100378469345	0.7132803828343015	0.47567227404918444	NA
THBS3	62	72	23	100	36	70	61.042287145754344	0.1349791804842468	0.592477642921569	0.22782155933960715	0.8197849654580236	0.999646313058517
unown4635	15	8	3	1	6	1	5.9188308302848975	-1.8591079733700864	1.333176368717977	-1.3944951448230825	0.16316813463027272	NA
unown4636	289	173	275	262	217	253	240.6781814709527	-0.17054744998859545	0.24330367606325576	-0.7009653645523027	0.4833246304355696	0.999646313058517
unown4637	23282	13537	15860	24214	18784	20615	19068.03792096519	0.10531280518262585	0.22078049050931112	0.47700231546584243	0.6333604728271435	0.999646313058517
unown4638	31	19	30	31	23	25	26.120602976656052	-0.17604866864141855	0.549980742050021	-0.32009969655520565	0.7488927556834699	0.999646313058517
unown4639	54	25	44	68	29	61	45.34017600687254	0.200865446220622	0.5035587356090632	0.39889179159541677	0.6899729376810734	0.999646313058517
LRRC8A	177	119	191	191	162	201	169.87168716206315	0.01830813193227599	0.2568855857153049	0.07126959607833386	0.9431831924931672	0.999646313058517
unown4640	0	2	0	0	2	3	1.1731630325328286	0.8527448786812895	3.0343578885299918	0.2810297631352924	0.7786875716794195	NA
unown4641	503	447	411	662	412	567	496.29680380946206	0.06845722762788498	0.2635425454525504	0.2597577841191884	0.795050616751886	0.999646313058517
unown4642	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4643	0	0	5	1	3	1	1.578856941149604	-0.012963173652810769	2.4617585854940947	-0.005265818398764294	0.9957985042167464	NA
unown4644	27	18	38	22	29	40	28.106012411932277	-0.03769900674905534	0.5483662795221449	-0.0687478573297885	0.9451903236471664	0.999646313058517
unown4645	0	1	10	0	0	0	1.7835126686791902	-4.3907464816765405	3.0407525181526416	-1.4439670625822798	0.1487482406175132	NA
unown4646	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4647	0	30	0	0	32	3	12.116790693467903	-0.1798742397409304	3.7030213426358194	-0.04857499406495332	0.961257998279455	NA
PPP2R2A	2383	1773	2377	1930	1757	2535	2095.3744090208993	-0.259234290790972	0.1647764460674907	-1.5732484646791833	0.11566129725152703	0.9018259437993817
unown4648	5	1	0	9	0	0	2.494046818680797	0.5005870445586357	2.511334999509294	0.19933105087789904	0.8420037914157771	NA
unown4649	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
PHYHD1	80	40	8	93	86	5	52.84357913258329	0.3893787735693942	0.917625975298088	0.4243327717950723	0.6713231421870827	0.999646313058517
unown4650	30	19	42	47	24	59	35.31220140837321	0.34211619766540896	0.5378333546264134	0.6361007451890888	0.5247107598538936	0.999646313058517
MYLK	190	102	260	200	279	292	212.4572152058422	0.34006224539396174	0.3105704884345537	1.094959946478053	0.27353418438881616	0.999646313058517
unown4651	0	11	10	1	6	9	6.32440049022776	-0.700013980321381	1.4617174439143732	-0.47889828724133876	0.6320109894928078	NA
unown4652	1699	562	2071	1262	573	2423	1357.0832781342033	-0.18639545038883013	0.42743489309142274	-0.43607916293572824	0.6627792947015347	0.999646313058517
ELOVL6	969	769	970	1483	932	1229	1039.7363938417645	0.2492692921382036	0.22415527462364357	1.1120384856288856	0.26612160341603197	0.999646313058517
KLHL10	6	3	4	6	5	5	4.739270772310046	0.14109575227441332	1.1817909071579347	0.11939146884598366	0.9049652198269427	NA
F13B	9	18	9	32	23	31	20.020735361670596	1.0004078342679892	0.6983570692556974	1.4325162274568435	0.15199613737230064	0.9784974626849395
unown4653	151	124	183	138	156	162	150.44658994940298	-0.18117158353782048	0.266295079997444	-0.6803414600808976	0.49628827833058126	0.999646313058517
LSM12	446	335	509	532	269	453	417.9009875506161	-0.21414391324994297	0.2783652906717296	-0.7692910015224507	0.4417205779311918	0.999646313058517
unown4654	54	24	39	0	28	66	33.79937395318811	-0.544524310907684	0.979639306012138	-0.5558416322884223	0.5783191221934572	0.999646313058517
unown4655	373	282	139	378	283	179	275.92050480424047	-0.10700405727274272	0.4326503905703405	-0.24732222506880172	0.8046588598414166	0.999646313058517
C1QBP	2366	1631	1846	2315	2168	2128	2052.776275992123	0.0035997646607948976	0.19678765070730422	0.018292634968995462	0.9854054029282555	0.999646313058517
ENPEP	3	6	6	3	5	18	6.518230660256321	0.5047433399532025	1.1588944838540742	0.43553865083092314	0.6631714904087214	NA
unown4656	8	63	0	4	42	0	22.384011363393977	-0.9713423981523543	2.730379569651511	-0.35575361350815066	0.7220250903556005	0.999646313058517
unown4657	310	145	276	269	296	254	252.51390556355824	0.027055311828851424	0.28130991537166394	0.09617617563570842	0.9233806521743351	0.999646313058517
unown4658	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4659	9	6	3	9	5	13	7.309898173834524	0.35298195185277614	1.0393367984709945	0.3396222979616045	0.7341409838926336	NA
SLC29A3	80	37	38	39	9	38	40.018738056579515	-1.0400020865717914	0.6264226620297527	-1.6602242377406122	0.09686935040864603	0.8481290228164002
HACD4	18	18	27	30	45	40	28.847669207030364	0.6916558199612663	0.5419367637562891	1.2762666536354534	0.20186127378289184	0.999646313058517
ASPM	13	7	8	46	15	11	16.35105467300371	1.2301429610982442	0.8490434815432674	1.4488574352661772	0.14737740012108574	0.9737890022605601
KLHL36	612	436	746	712	692	814	652.5945325813389	0.14044169369784656	0.189852883949085	0.7397395856020307	0.45945802342929515	0.999646313058517
unown4660	7	9	27	9	6	53	17.090703122364292	0.423574517166251	0.9536562412336368	0.44415849113336764	0.6569280003780558	0.999646313058517
GPR37	188	209	269	231	251	394	251.06213932452428	0.18316598068656031	0.2780271235042201	0.6588061566726244	0.5100202532899918	0.999646313058517
GSS	130	109	94	132	123	134	119.56718244755695	0.02541894341156661	0.31806927981109095	0.07991637364873318	0.9363037671928883	0.999646313058517
unown4661	0	0	1	2	0	0	0.48244125232389534	0.7713118928990017	4.032403804353601	0.1912784359706862	0.8483074547689701	NA
LUC7L	1179	1019	1109	1104	1158	1288	1133.0440784443874	-0.092224272743377	0.1789175053540059	-0.5154569563268959	0.6062337407036877	0.999646313058517
unown4662	1435320	1160030	1079630	1520700	1555400	1311860	1336937.5432672156	0.07037717876492085	0.22033654443344627	0.319407654077005	0.7494174074608895	0.999646313058517
DOLK	111	81	103	85	86	110	94.81944709739759	-0.25621492473218443	0.30929331172709873	-0.8283881837000492	0.4074506962553456	0.999646313058517
PRKCA	1125	581	689	939	926	685	815.9202057749932	-0.05790454196194637	0.28102369394513205	-0.20604861159234436	0.8367529393575392	0.999646313058517
unown4663	127	118	239	152	228	172	169.53716605292323	0.04051901398459526	0.34228164927618343	0.1183791595905888	0.9057672378961459	0.999646313058517
RPAIN	777	552	894	870	765	1223	821.8856171197533	0.1801680989346303	0.20183080399145498	0.8926689849695003	0.37203446424506903	0.999646313058517
unown4664	3262	2745	2933	3336	3935	3748	3289.224621310692	0.11238668238041725	0.18540595864450943	0.6061654285658821	0.5444049071479112	0.999646313058517
unown4665	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
COTL1	1331	544	1163	1348	843	1405	1068.414220724856	0.09749760961982996	0.27814647149692684	0.3505261421980943	0.7259438744595131	0.999646313058517
FOCAD	1873	1540	1529	1902	2094	2327	1851.3410211868897	0.15696041857077322	0.19029964611833694	0.8248066760626981	0.4094813558465259	0.999646313058517
unown4666	788	511	746	934	689	951	751.9537667930932	0.1600871486021964	0.20172140513208828	0.7936051630087072	0.42742532581822285	0.999646313058517
unown4667	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
MEAK7	223	146	122	248	214	326	207.45431725009152	0.4771120053369983	0.3106689457168586	1.535756991211586	0.12459799162998601	0.9182652894205379
unown4668	0	0	1	0	5	0	0.9790992221697753	2.111776605853803	3.7820733681334198	0.5583647910289048	0.5765953103009173	NA
unown4669	129	59	95	80	77	86	86.16014595766086	-0.37437496272266385	0.3569221374620969	-1.048898130512906	0.2942250060539916	0.999646313058517
unown4670	1089	981	1081	1001	922	1413	1067.5510395441593	-0.12750941787624073	0.1978801980248241	-0.6443768459350574	0.519331095208367	0.999646313058517
EBF2	225	29	31	269	41	31	102.55345080675929	0.19843023229501597	1.2600908491892029	0.1574729571464586	0.8748721190442301	0.999646313058517
CFAP45	105	67	68	83	69	108	81.94827646285657	-0.0807657556582537	0.3644531274857293	-0.22160807403529884	0.8246189966006039	0.999646313058517
unown4671	1	1	10	5	0	4	3.3135693410096723	-0.520402343327304	1.777525035785319	-0.2927679401699047	0.769699535069235	NA
ATP2C2	13	7	5	15	16	18	11.966986438614631	0.7823887926523506	0.8185821209982509	0.9557853422186121	0.3391806952311044	NA
unown4672	3	0	0	0	0	0	0.4886350696962993	-2.528798196143961	4.001723555833481	-0.6319272585577846	0.5274344105419104	NA
SPAM1	3	3	1	13	6	2	4.6688982983250265	1.4053003684805077	1.3892738847859656	1.0115358705508317	0.3117600218110884	NA
unown4673	187	143	164	176	126	168	159.49003939800502	-0.25812372506461734	0.27913167664219535	-0.9247382030219844	0.3551021022894947	0.999646313058517
unown4674	239	165	311	321	308	346	273.89706314379225	0.28940848004085495	0.23863579220704467	1.2127622489662364	0.22522073254763403	0.999646313058517
unown4675	0	0	4	0	0	0	0.6275429705608518	-2.8911623908414135	3.9808584160785325	-0.7262660684349187	0.46767567640901514	NA
unown4676	0	0	0	6	0	0	0.9766665290510472	3.323783738814328	3.9489379154363364	0.8416905532552714	0.39996118738943426	NA
unown4677	0	0	0	0	2	0	0.32888539181182497	1.7459173406889092	4.03130972855984	0.4330893576149573	0.664949854011298	NA
unown4678	11	38	15	16	34	22	23.540435485178886	-0.11701934949824891	0.7628811598358419	-0.15339132181928483	0.8780896880863563	0.999646313058517
ACPP	1	0	2	1	1	2	1.0805150633715341	0.30984046515217867	2.437420589468048	0.12711817832793454	0.8988468639537606	NA
WASL	954	787	789	932	788	969	863.426582106956	-0.1088264950593193	0.20303733344064748	-0.5359925350434717	0.5919637096523688	0.999646313058517
unown4679	134	83	163	125	170	185	139.1065798953118	0.17707671341301762	0.303371136778126	0.5836966406679773	0.5594244277879822	0.999646313058517
unown4680	2121	1445	2287	1459	990	1887	1675.744867273872	-0.6171774635753561	0.22178448214372032	-2.782780190975733	0.0053895306211231035	0.17340529561709195
unown4681	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
S100A4	69	64	4	57	82	10	49.749942023467	-0.08325144676457125	0.9123090742164024	-0.09125355553004591	0.9272911212659782	0.999646313058517
HACD2	1168	1089	2792	1678	1862	5307	2175.4367444202526	0.607490825342881	0.3945117678375018	1.5398547644670124	0.12359575928093716	0.9157504977535124
ZBTB41	290	263	336	292	405	489	338.1727043608681	0.21826063319892874	0.24248421577192955	0.9001024355507556	0.36806574002813375	0.999646313058517
unown4682	0	1	0	0	0	2	0.4913000130549822	0.5677198865150914	4.051092869176887	0.14013993380271297	0.8885494292868112	NA
RGS11	93	80	43	133	82	65	83.19089098481145	0.17799720282387782	0.4865383505419224	0.3658441366967654	0.7144813831859357	0.999646313058517
NXT2	56	59	124	57	86	121	81.39709185535492	-0.03843822221500834	0.4305398421147952	-0.08927912925828482	0.9288600802639185	0.999646313058517
FAM241A	28	44	59	35	51	74	47.581338889244435	0.0697343010997952	0.49794397473809193	0.14004447214463028	0.8886248529012739	0.999646313058517
SLC20A2	801	557	784	906	705	838	752.3498612434872	0.023615713613062268	0.19555271102504568	0.12076392850435938	0.903878021826897	0.999646313058517
unown4683	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4684	2	1	1	1	3	2	1.6300483113856399	0.41616378300008805	1.92601552895588	0.21607498835987904	0.8289292955916034	NA
unown4685	0	1	2	0	1	1	0.8311918088523599	-0.795136778448305	3.022719431755901	-0.2630534511720822	0.7925093812808535	NA
ACSL4	678	318	667	693	847	743	638.1961630181927	0.3227965236977608	0.2526422656469759	1.2776821917391028	0.2013615068352916	0.999646313058517
unown4686	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4687	3264	4356	4845	2950	5925	6553	4587.728555760104	0.08456825690320126	0.29826703737375476	0.28353202434913993	0.7767690365059371	0.999646313058517
unown4688	3	0	0	0	0	0	0.4886350696962993	-2.528798196143961	4.001723555833481	-0.6319272585577846	0.5274344105419104	NA
unown4689	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4690	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4691	1	0	0	0	0	0	0.1628783565654331	-1.150791658652856	4.080472856796901	-0.2820240935400332	0.7779250358823964	NA
unown4692	0	0	0	0	0	3	0.41496715616688234	2.1078224545244635	4.004025156701505	0.5264258769694836	0.5985923402446003	NA
unown4693	38603	33073	36840	25128	31715	32665	32990.43702824229	-0.471410340153308	0.1766029492833033	-2.669323145884047	0.00760042875412023	0.21467906696148728
unown4694	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
MLLT3	602	528	811	450	744	1093	685.4067985188531	0.034832319957821024	0.2840118898870294	0.12264387935193902	0.9023891060124943	0.999646313058517
unown4695	1	1	0	0	2	10	2.0896428445439263	2.2266038329009348	2.3309623260050243	0.9552294380995222	0.3394616819182795	NA
unown4696	170	60	157	171	89	190	133.9513459847443	0.07316029765392494	0.3993013164971268	0.18322077747131937	0.8546247922510145	0.999646313058517
unown4697	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4698	155	74	86	168	136	151	125.22035671356943	0.36802573855647697	0.3491937760794279	1.0539298342842327	0.2919150425480422	0.999646313058517
unown4699	4	13	14	27	36	35	20.794651894782692	1.4413300547205234	0.7139487473195181	2.0188144599061473	0.043506507570139734	0.5894792761811264
unown4700	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4701	635	521	406	666	442	545	535.4381055093883	-0.12036711130498369	0.2842347974249934	-0.4234777458475939	0.6719467318774137	0.999646313058517
unown4702	4	1	5	0	3	9	3.388826937958242	0.07224534225377642	1.6777881257860292	0.04305987218733599	0.9656538069665598	NA
unown4703	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4704	740	525	509	669	499	725	604.3177817109844	-0.10357800828164228	0.2394876573772027	-0.43249831501129404	0.6653792765983024	0.999646313058517
unown4705	3	0	2	0	0	0	0.8024065549767252	-3.241547223005251	3.905435726446679	-0.8300091078325182	0.4065336342076078	NA
unown4706	0	0	0	1	0	0	0.16277775484184118	0.7727616929896328	4.080472856796901	0.18938042724691398	0.8497946636854632	NA
unown4707	6	1	1	0	0	0	1.3488111243098722	-3.9865631073989913	2.8638547849414904	-1.3920269730018584	0.16391423019834472	NA
unown4708	369	298	400	289	203	343	314.69288943389995	-0.5459059455746321	0.23950784309246453	-2.2792821250696136	0.022650299902228305	0.4116018833981152
unown4709	1	1	7	0	9	2	3.2323628312551183	0.23178073119778927	1.8307788454120584	0.12660225552563764	0.8992552116570666	NA
unown4710	5	11	3	3	16	2	7.042317845593517	-0.09220109649766212	1.2608398102543925	-0.07312673326761408	0.9417052685330456	NA
PARP6	1999	1501	2093	1896	1245	2042	1771.9653033253844	-0.2945893611846086	0.2049565081194277	-1.437326210753708	0.15062532460157457	0.9784974626849395
unown4711	304	162	303	330	153	289	250.67711061358187	-0.15092452528359798	0.3275488274127033	-0.4607695483929694	0.6449639514170331	0.999646313058517
unown4712	1	0	0	0	0	0	0.1628783565654331	-1.150791658652856	4.080472856796901	-0.2820240935400332	0.7779250358823964	NA
DNAJC13	445	335	700	494	816	1083	618.6109888099207	0.518990447398994	0.29430412373157033	1.7634494577193087	0.07782471456523887	0.7793514092363181
unown4713	2167	1490	2783	1989	2554	3244	2301.876149363738	0.10395359698093785	0.21120407688155907	0.4921950301140915	0.6225814774802961	0.999646313058517
unown4714	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4715	77	16	99	77	97	41	65.66385227999507	0.10763105197209032	0.5950838887739506	0.18086702396504503	0.8564719529889291	0.999646313058517
unown4716	0	8	0	0	0	7	2.685498635939211	-0.7970422587592227	2.808037263686425	-0.28384319149413856	0.7765305531489819	NA
STUM	290	160	436	695	167	961	423.50202814959647	0.8661724087526728	0.4705731327674749	1.8406754411554473	0.06566913495679429	0.7230839580454477
unown4717	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
SOGA1	127	99	167	106	61	163	117.968334572051	-0.44956018438642964	0.3736810283630943	-1.2030586255762652	0.22895363473419633	0.999646313058517
SMIM19	1996	1299	1968	2441	1601	2513	1920.910911135204	0.1434370720868152	0.20794161372304945	0.6897949357931514	0.49032315382822383	0.999646313058517
unown4718	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4719	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4720	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4721	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4722	461	264	535	490	299	590	426.2294519781795	-0.035732913343150034	0.27885238150168346	-0.1281427583681379	0.898035998671788	0.999646313058517
POMK	232	133	170	162	219	145	175.4471947640382	-0.17635781933816422	0.32152780743067616	-0.5484994307255627	0.5833490200456758	0.999646313058517
ITPKB	102	99	90	99	76	106	95.25899366214382	-0.2600184127673143	0.33919889902169054	-0.7665662050120248	0.4433394750083706	0.999646313058517
HGSNAT	540	360	633	629	651	738	576.0601981036507	0.23439080090247635	0.19631292994250082	1.1939651706646546	0.2324915925777668	0.999646313058517
unown4723	0	0	0	7	0	0	1.1394442838928882	3.546618021353116	3.9429302898279888	0.8994878835425311	0.3683928467683264	NA
NT5C3B	422	274	419	425	375	480	390.5266307799775	0.02817622283917274	0.20341739841841489	0.13851432108681425	0.889833952123172	0.999646313058517
SLC24A2	2036	1375	1531	1725	1811	1491	1651.7993900830704	-0.14376187171048602	0.2211810368373318	-0.6499737670377957	0.5157091667996052	0.999646313058517
unown4724	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4725	0	0	0	2	0	0	0.32555550968368235	1.733084897824564	4.032404461880072	0.42978945048992656	0.6673488075639681	NA
DENND1B	372	274	310	492	345	478	370.97835093037065	0.272879053769489	0.23709230025011072	1.1509401759636502	0.2497568479345206	0.999646313058517
unown4726	3	1	1	8	0	3	2.577365249515185	0.9896265673029198	1.8952073999491326	0.5221732288136282	0.601549723892602	NA
unown4727	0	0	1	0	0	0	0.15688574264021296	-1.150791658652856	4.080472856796901	-0.2820240935400332	0.7779250358823964	NA
unown4728	16	13	0	8	11	8	9.614242631460172	-0.3486896684667242	1.2163351324272849	-0.28667236452414946	0.7743631997434015	NA
unown4729	957	1040	1647	776	1431	1767	1243.5555479106165	-0.07277514148678318	0.2953105517819015	-0.24643596731528405	0.8053447666692677	0.999646313058517
unown4730	365	30	619	376	125	555	321.5312288086313	-0.04056969876190111	1.047279758860094	-0.03873816754184095	0.9690991429371152	0.999646313058517
unown4731	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown4732	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
LMOD2	3	2	0	7	3	4	3.1040074674168894	1.269461121762675	1.65834490520013	0.7654988523689984	0.4439745495665722	NA
unown4733	254	184	193	130	144	220	186.4183966016224	-0.5595602385959894	0.2855264266193802	-1.9597493836950817	0.05002508999871808	0.6261811120937804
unown4734	2	9	8	0	4	4	4.723800159925609	-1.5213420393878145	1.4808823731978114	-1.0273213233692793	0.3042691848827459	NA
unown4735	2	0	8	7	0	1	2.8586093235344188	-0.32945256075761264	2.091961152403217	-0.15748502804611927	0.874862606547304	NA
IQUB	146	109	97	157	145	216	141.6735121633954	0.34899325515969903	0.3108835553824239	1.1225851259015474	0.26161373541589494	0.999646313058517
PSEN2	440	305	689	372	604	790	514.3820000480158	0.13360519083356362	0.30013300809169796	0.44515327282077544	0.6562089923731615	0.999646313058517
